Section,Role,Channel,Title,Test Data,Preconditions,Steps,Expected Result,Platform,TestMethod,Type,P,References,Release version,QA Responsibility,TestRailID
EkoAI Console > Release 18.00 (Morning Brief) > Process Step (API),Admin,API,Check webhook ack timeout should fail after 10 seconds when endpoint does not acknowledge,Endpoint delays ack beyond 10s,Job is triggered / process step starts,"1. Configure endpoint to delay ack beyond 10s
2. Trigger job
3. Observe timeout behavior","1. Webhook ack timeout occurs after 10s
2. Request is marked for retry
3. Error is logged with timeout reason",API,Manual,Sanity Test,P2,Process Step,,,C1552372
EkoAI Console > Release 18.00 (Morning Brief) > Process Step (API),Admin,API,Check process step should retry 3 times when endpoint returns 5xx error,Endpoint returns 500 Internal Server Error,Job is triggered / process step hits server error,"1. Configure endpoint to return 500 error
2. Trigger job
3. Observe retry behavior","1. System retries the request 3 times
2. Each retry is logged
3. After 3 failures / user status is FAILED",API,Manual,Regression Test,P1,Process Step,,,C1552373
EkoAI Console > Release 18.00 (Morning Brief) > Process Step (API),Admin,API,Check process step should NOT retry when endpoint returns 4xx client error,Endpoint returns 400 Bad Request,Job is triggered / process step hits client error,"1. Configure endpoint to return 400 error
2. Trigger job
3. Observe retry behavior","1. System does NOT retry the request
2. User status is immediately marked FAILED
3. Error response is logged",API,Manual,Regression Test,P1,Process Step,,,C1552374
EkoAI Console > Release 18.00 (Morning Brief) > Process Step (API),Admin,API,Check process step should retry 3 times when endpoint times out,Endpoint does not respond within timeout,Job is triggered with default timeout,"1. Configure endpoint to not respond
2. Trigger job
3. Observe timeout retry behavior","1. System retries 3 times after each timeout
2. Each retry resets the timeout timer
3. After 3 timeout failures / user status is FAILED",API,Manual,Regression Test,P1,Process Step,,,C1552375
EkoAI Console > Release 18.00 (Morning Brief) > Process Step (API),Admin,API,Check process step should mark user as SUCCESS when endpoint returns 200 with valid response,Endpoint returns 200 OK with valid JSON body,Job is triggered / process step executing,"1. Configure endpoint to return 200 OK
2. Trigger job
3. Observe user process status","1. User process status is SUCCESS
2. Response body is stored for callback
3. Process duration is recorded",API,Manual,Regression Test,P2,Process Step,,,C1552376
EkoAI Console > Release 18.00 (Morning Brief) > Process Step (API),Admin,API,Check process step should handle correctly when audience contains 1000 users,Audience with 1000 users,Job is triggered with large audience,"1. Trigger job with 1000 user audience
2. Monitor system resources and queue
3. Observe completion","1. All 1000 requests are dispatched via throttling
2. BullMQ queue handles load without memory issues
3. Run completes with all users processed",API,Manual,Regression Test,P1,Process Step,,,C1552377
EkoAI Console > Release 18.00 (Morning Brief) > Process Step (API),Admin,API,Check process step should create dynamic BullMQ queue for each job run,Job triggered twice in sequence,Two separate job runs,"1. Trigger job run A
2. After completion / trigger job run B
3. Inspect queue names","1. Run A creates its own dynamic queue
2. Run B creates a separate dynamic queue
3. Queues are isolated per run",API,Manual,Regression Test,P2,Process Step,,,C1552378
EkoAI Console > Release 18.00 (Morning Brief) > Process Step (API),Admin,API,Check process step should handle correctly when external endpoint returns empty response body,Endpoint returns 200 with empty body,Job is triggered / process step executing,"1. Configure endpoint to return 200 with empty body
2. Trigger job
3. Observe handling","1. User process status is SUCCESS (200 is still success)
2. Empty response is stored without error
3. Callback can proceed",API,Manual,Regression Test,P2,Process Step,,,C1552379
EkoAI Console > Release 18.00 (Morning Brief) > Callback (API),Admin,API,Check callback should be accepted when valid scheduled_job_api_key is provided,Callback payload: id / status=success / quotaConsumed / result.homePage,Job run is in PROCESSING state / callback key exists,"1. Send POST /v1/scheduled-jobs/runs/callback
2. Include valid scheduled_job_api_key header
3. Include correct payload","1. Callback is accepted (200 OK)
2. Run user status is updated to SUCCESS
3. HomePage data from result.homePage is stored",API,Manual,Smoke Test,P1,Callback,,,C1552380
EkoAI Console > Release 18.00 (Morning Brief) > Callback (API),Admin,API,Check callback should update user status to FAILED when status is fail in payload,Callback payload: id / status=fail,Job run is in PROCESSING state,"1. Send callback with status=fail
2. Observe user status update","1. Callback is accepted
2. User status is updated to FAILED
3. Failure reason is stored from payload",API,Manual,Smoke Test,P1,Callback,,,C1552381
EkoAI Console > Release 18.00 (Morning Brief) > Callback (API),Admin,API,Check callback auth key should be generated when creating a new ScheduledJob,,No scheduled job exists yet,"1. Create a new ScheduledJob via API
2. Inspect the generated callback key","1. Callback key is generated in scbk_<uuid> format
2. Key is stored with the ScheduledJob record
3. Key is unique per job",API,Manual,Smoke Test,P1,Callback,,,C1552382
EkoAI Console > Release 18.00 (Morning Brief) > Callback (API),Admin,API,Check callback should be rejected when invalid or missing scheduled_job_api_key is provided,Missing or wrong API key in header,Job run is in PROCESSING state,"1. Send callback without scheduled_job_api_key
2. Send callback with invalid key
3. Observe responses","1. Missing key returns 401 Unauthorized
2. Invalid key returns 401 Unauthorized
3. No status update occurs",API,Manual,Regression Test,P1,Callback,,,C1552383
EkoAI Console > Release 18.00 (Morning Brief) > Callback (API),Admin,API,Check callback should be rejected when run ID does not match any active run,Callback with non-existent run ID,No matching run exists,"1. Send callback with fabricated run ID
2. Observe response","1. Callback returns 404 Not Found
2. No data is modified",API,Manual,Regression Test,P1,Callback,,,C1552384
EkoAI Console > Release 18.00 (Morning Brief) > Callback (API),Admin,API,Check callback should store quotaConsumed value when provided in payload,Callback with quotaConsumed: 5,Job run is in PROCESSING state,"1. Send callback with quotaConsumed=5
2. Verify stored value","1. quotaConsumed value is stored in run record
2. Value matches sent payload (5)",API,Manual,Sanity Test,P2,Callback,,,C1552385
EkoAI Console > Release 18.00 (Morning Brief) > Callback (API),Admin,API,Check callback should handle correctly when same user sends callback twice for same run,Duplicate callback for same user and run,First callback already processed successfully,"1. Send callback for user A in run X (success)
2. Send second callback for same user A in run X
3. Observe behavior","1. Second callback is handled idempotently
2. No duplicate status records created
3. Final status reflects latest callback",API,Manual,Regression Test,P1,Callback,,,C1552386
EkoAI Console > Release 18.00 (Morning Brief) > Callback (API),Admin,API,Check callback should handle correctly when payload contains malformed JSON,Malformed JSON: {id: missing-quote},Job run is in PROCESSING state,"1. Send callback with invalid JSON body
2. Observe response","1. Server returns 400 Bad Request
2. Error message indicates JSON parse failure
3. No partial update occurs",API,Manual,Regression Test,P2,Callback,,,C1552387
EkoAI Console > Release 18.00 (Morning Brief) > Callback (API),Admin,API,Check callback should process result.homePage data when status is success,Callback with result.homePage containing content blocks,Job run is in PROCESSING state,"1. Send success callback with result.homePage data
2. Verify HomePage record creation","1. HomePage record is created with content from result.homePage
2. refId is set to run_id:run_user_id format
3. expiresAt is set to 24h from creation",API,Manual,Regression Test,P1,Callback,,,C1552388
EkoAI Console > Release 18.00 (Morning Brief) > Callback (API),Admin,API,Check callback should handle correctly when result.homePage is null or missing on success status,Callback with status=success but no result.homePage,Job run is in PROCESSING state,"1. Send success callback without result.homePage
2. Observe behavior","1. Callback is accepted
2. User status is SUCCESS
3. No HomePage record is created
4. No error is thrown",API,Manual,Regression Test,P2,Callback,,,C1552389
EkoAI Console > Release 18.00 (Morning Brief) > Action Step (API),Admin,API,Check IMMEDIATE action should deliver HomePage when process completes successfully,Action mode: IMMEDIATE / user process status: SUCCESS,Job with IMMEDIATE action mode / process completed for user,"1. Configure job with IMMEDIATE action mode
2. Trigger job
3. Process completes for a user
4. Observe delivery","1. HomePage is delivered immediately after process success
2. No delay between process completion and delivery
3. Push notification HOME_PAGE_DELIVERED is sent",API,Manual,Smoke Test,P1,Action Step,,,C1552390
EkoAI Console > Release 18.00 (Morning Brief) > Action Step (API),Admin,API,Check SCHEDULED action should deliver HomePage at specified time,Action mode: SCHEDULED / delivery time: 09:00 AM,Job with SCHEDULED action mode / all users processed,"1. Configure job with SCHEDULED action at 09:00
2. Trigger job and complete processing
3. Wait until 09:00
4. Observe delivery","1. HomePage is NOT delivered immediately after processing
2. Delivery occurs at 09:00 AM
3. All processed users receive HomePage at scheduled time",API,Manual,Smoke Test,P1,Action Step,,,C1552391
EkoAI Console > Release 18.00 (Morning Brief) > Action Step (API),Admin,API,Check push notification should be sent with HOME_PAGE_DELIVERED event on first delivery,First-time HomePage delivery for user,User has no existing HomePage for this run,"1. Complete process for a user
2. Deliver HomePage (first time)
3. Observe push notification","1. Push notification is sent
2. Event type is HOME_PAGE_DELIVERED
3. Notification contains relevant HomePage info",API,Manual,Smoke Test,P1,Action Step,,,C1552392
EkoAI Console > Release 18.00 (Morning Brief) > Action Step (API),Admin,API,Check push notification should be sent with HOME_PAGE_UPDATED event on retry/update delivery,Same run retry for existing HomePage,User already has HomePage record for this run,"1. Deliver initial HomePage to user
2. Retry delivery for same run
3. Observe push notification","1. Push notification is sent
2. Event type is HOME_PAGE_UPDATED (not DELIVERED)
3. Existing HomePage record is updated via PUT",API,Manual,Sanity Test,P1,Action Step,,,C1552393
EkoAI Console > Release 18.00 (Morning Brief) > Action Step (API),Admin,API,Check real-time event should be dispatched via DeviceQueueService with home_page event type,HomePage delivery triggered,User has active device connection,"1. Deliver HomePage to user
2. Monitor DeviceQueueService
3. Observe real-time event","1. DeviceQueueService dispatches event
2. Event type is home_page
3. Event payload contains HomePage reference",API,Manual,Regression Test,P1,Action Step,,,C1552394
EkoAI Console > Release 18.00 (Morning Brief) > Action Step (API),Admin,API,Check action step should skip delivery for users with FAILED process status,User process status: FAILED,Job with IMMEDIATE action mode / one user process failed,"1. Trigger job where one user process fails
2. Observe action step for failed user","1. Action step skips delivery for failed user
2. No HomePage record created for failed user
3. No push notification sent for failed user",API,Manual,Regression Test,P1,Action Step,,,C1552395
EkoAI Console > Release 18.00 (Morning Brief) > Action Step (API),Admin,API,Check same-run retry should use PUT to update existing HomePage record,Retry callback for same run_id and user_id,User already has HomePage for current run,"1. Deliver initial HomePage
2. Receive retry callback for same run
3. Trigger redelivery","1. Existing HomePage record is updated via PUT (not POST)
2. Content is replaced with retry data
3. HOME_PAGE_UPDATED notification is sent",API,Manual,Regression Test,P1,Action Step,,,C1552396
EkoAI Console > Release 18.00 (Morning Brief) > Action Step (API),Admin,API,Check different-run delivery should use POST to create new HomePage record,New run for same user,User has HomePage from previous run,"1. Complete run 1 with HomePage for user
2. Trigger run 2 for same user
3. Deliver new HomePage","1. New HomePage record is created via POST
2. Both records coexist (append model)
3. Each has unique refId (run_id:run_user_id)",API,Manual,Regression Test,P1,Action Step,,,C1552397
EkoAI Console > Release 18.00 (Morning Brief) > Action Step (API),Admin,API,Check SCHEDULED action should handle correctly when delivery time is in the past at trigger time,SCHEDULED delivery at 08:00 / job triggered at 10:00,Job with SCHEDULED action / delivery time already passed,"1. Configure SCHEDULED action at 08:00
2. Trigger job at 10:00
3. Observe delivery behavior","1. System handles past delivery time gracefully
2. Either delivers immediately or queues for next day
3. No error or silent failure",API,Manual,Regression Test,P2,Action Step,,,C1552398
EkoAI Console > Release 18.00 (Morning Brief) > Action Step (API),Admin,API,Check action step should handle correctly when all users in a run have FAILED process status,All 5 users in audience have FAILED status,Job run with 5 users / all process steps failed,"1. Trigger job where all user processes fail
2. Observe action step behavior
3. Check final run status","1. Action step has no users to deliver to
2. Run status is set to FAILED (not PARTIAL)
3. No HomePage records created",API,Manual,Regression Test,P2,Action Step,,,C1552399
EkoAI Console > Release 18.00 (Morning Brief) > Action Step (API),Admin,API,Check action step should handle correctly when HomePage content exceeds maximum allowed size,result.homePage with very large content blocks (>1MB),Job run in PROCESSING state,"1. Send callback with oversized homePage content
2. Observe action step behavior","1. System rejects or truncates oversized content
2. Error is logged with size details
3. User status reflects the failure",API,Manual,Regression Test,P2,Action Step,,,C1552400
EkoAI Console > Release 18.00 (Morning Brief) > Cutoff Timeout (API),Admin,API,Check cutoff should timeout stuck run after 24 hours default period,Run stuck in PROCESSING for 24+ hours,Job run started 24+ hours ago / still in PROCESSING,"1. Create a run that gets stuck in PROCESSING
2. Wait for 24h cutoff period
3. Observe cutoff behavior","1. BullMQ cron job detects the stuck run
2. Run status is updated to FAILED
3. Remaining unprocessed users are marked as timed out",API,Manual,Smoke Test,P1,Cutoff Timeout,,,C1552401
EkoAI Console > Release 18.00 (Morning Brief) > Cutoff Timeout (API),Admin,API,Check cutoff BullMQ cron should run every 1 minute to detect stuck runs,,System is running with active jobs,"1. Monitor BullMQ cron job execution
2. Verify interval timing","1. Cutoff cron executes every 1 minute
2. Each execution checks for runs exceeding timeout
3. No runs are missed between intervals",API,Manual,Smoke Test,P1,Cutoff Timeout,,,C1552402
EkoAI Console > Release 18.00 (Morning Brief) > Cutoff Timeout (API),Admin,API,Check cutoff should use scheduledJobRunId for deduplication when processing timeouts,Two cutoff checks for same stuck run,Stuck run detected by consecutive cron executions,"1. Allow cutoff cron to detect stuck run
2. Observe next cron execution for same run
3. Verify deduplication","1. Cutoff timeout is applied only once per run
2. Second detection is deduplicated via scheduledJobRunId
3. No duplicate status updates",API,Manual,Sanity Test,P1,Cutoff Timeout,,,C1552403
EkoAI Console > Release 18.00 (Morning Brief) > Cutoff Timeout (API),Admin,API,Check cutoff should NOT timeout a run that completes just before the 24h mark,Run completes at 23h 59m,Job run completing near the cutoff boundary,"1. Create a run that takes 23h 59m to complete
2. Run completes just before cutoff
3. Observe status","1. Run status is SUCCESS (not timed out)
2. Cutoff does not override completed status
3. Completion timestamp is before cutoff check",API,Manual,Regression Test,P1,Cutoff Timeout,,,C1552404
EkoAI Console > Release 18.00 (Morning Brief) > Cutoff Timeout (API),Admin,API,Check cutoff should handle correctly when multiple runs are stuck simultaneously,3 different runs all stuck past 24h,Multiple stuck runs from different jobs,"1. Create 3 stuck runs from different jobs
2. Wait for cutoff period
3. Observe cutoff processing","1. All 3 runs are detected and timed out
2. Each run is processed independently
3. No run is missed or double-processed",API,Manual,Regression Test,P1,Cutoff Timeout,,,C1552405
EkoAI Console > Release 18.00 (Morning Brief) > Cutoff Timeout (API),Admin,API,Check cutoff should apply etag-based check to prevent race condition with action completion,Action completing simultaneously with cutoff check,Run is completing action while cutoff cron runs,"1. Simulate action completion at same time as cutoff
2. Observe etag conflict handling","1. Etag check prevents conflicting updates
2. Either action or cutoff wins based on etag
3. No data corruption occurs",API,Manual,Regression Test,P1,Cutoff Timeout,,,C1552406
EkoAI Console > Release 18.00 (Morning Brief) > Cutoff Timeout (API),Admin,API,Check cutoff should only mark unprocessed users as timed out / not override completed users,Run with 7 SUCCESS users and 3 still PROCESSING at cutoff,Partial completion when cutoff triggers,"1. Create run where 7 users succeed but 3 are still processing
2. Cutoff triggers after 24h
3. Observe per-user status","1. 7 users retain SUCCESS status
2. 3 unprocessed users are marked as TIMED_OUT
3. Run status is PARTIAL (not FAILED)",API,Manual,Regression Test,P2,Cutoff Timeout,,,C1552407
EkoAI Console > Release 18.00 (Morning Brief) > Cutoff Timeout (API),Admin,API,Check cutoff should handle correctly when Redis is temporarily unavailable during cron execution,Redis connection interrupted during cutoff check,BullMQ cron is running / Redis goes down,"1. Simulate Redis connection failure during cutoff cron
2. Observe error handling
3. Check next cron execution","1. Cutoff cron handles Redis failure gracefully
2. Error is logged
3. Next cron execution retries successfully when Redis recovers",API,Manual,Regression Test,P2,Cutoff Timeout,,,C1552408
EkoAI Console > Release 18.00 (Morning Brief) > Home Page Delivery (API),Admin,API,Check HomePage record should be created with correct schema after successful delivery,Valid callback with result.homePage containing content blocks,Action step delivers to user,"1. Deliver HomePage to user
2. Retrieve HomePage record
3. Verify schema","1. Record contains content.blocks (Mixed/JSON)
2. refId is set to run_id:run_user_id format
3. expiresAt is set to 24h from creation
4. Record is accessible via API",API,Manual,Smoke Test,P1,Home Page Delivery,,,C1552409
EkoAI Console > Release 18.00 (Morning Brief) > Home Page Delivery (API),Admin,API,Check HomePage should use append model creating new record per run,Two runs for same user,User has HomePage from run 1,"1. Deliver HomePage for run 1
2. Deliver HomePage for run 2
3. Query all HomePage records for user","1. Two separate HomePage records exist
2. Each has unique refId
3. No 1-per-day limit enforced
4. Both records are accessible",API,Manual,Smoke Test,P1,Home Page Delivery,,,C1552410
EkoAI Console > Release 18.00 (Morning Brief) > Home Page Delivery (API),Admin,API,Check same-run retry should PUT update existing HomePage record not create new one,Retry callback for same run,User has existing HomePage for current run,"1. Deliver initial HomePage for run X
2. Receive retry callback for same run X
3. Verify record count","1. Only 1 HomePage record exists for this run+user
2. Record was updated via PUT
3. Content reflects retry data",API,Manual,Smoke Test,P1,Home Page Delivery,,,C1552411
EkoAI Console > Release 18.00 (Morning Brief) > Home Page Delivery (API),Admin,API,Check HomePage expiresAt should default to 24 hours from creation,HomePage record just created,Fresh HomePage delivery,"1. Deliver HomePage
2. Retrieve record
3. Check expiresAt timestamp","1. expiresAt is approximately 24h after creation
2. Calculation uses default from com.ekoapp.homepage config",API,Manual,Sanity Test,P1,Home Page Delivery,,,C1552412
EkoAI Console > Release 18.00 (Morning Brief) > Home Page Delivery (API),Admin,API,Check HomePage expiresAt should respect dynamic config when expiresInMinutes is changed,com.ekoapp.homepage.expiresInMinutes set to 720 (12h),Dynamic config updated before delivery,"1. Set expiresInMinutes to 720
2. Deliver HomePage
3. Check expiresAt","1. expiresAt is 12h from creation (not 24h)
2. Dynamic config override is applied
3. Other HomePage records are unaffected",API,Manual,Sanity Test,P2,Home Page Delivery,,,C1552413
EkoAI Console > Release 18.00 (Morning Brief) > Home Page Delivery (API),Admin,API,Check push notification HOME_PAGE_DELIVERED should be sent on new HomePage creation,First HomePage delivery for user,User has no existing HomePage for this run,"1. Deliver HomePage to user (first time)
2. Monitor push notifications","1. HOME_PAGE_DELIVERED notification is sent
2. Notification payload references the new HomePage
3. User receives notification on device",API,Manual,Regression Test,P1,Home Page Delivery,,,C1552414
EkoAI Console > Release 18.00 (Morning Brief) > Home Page Delivery (API),Admin,API,Check push notification HOME_PAGE_UPDATED should be sent on existing HomePage update,Retry delivery for existing HomePage,User already has HomePage for this run,"1. Update existing HomePage via retry
2. Monitor push notifications","1. HOME_PAGE_UPDATED notification is sent (not DELIVERED)
2. Notification references the updated record",API,Manual,Regression Test,P1,Home Page Delivery,,,C1552415
EkoAI Console > Release 18.00 (Morning Brief) > Home Page Delivery (API),Admin,API,Check DeviceQueueService should dispatch real-time event with home_page type on delivery,HomePage delivery with active device connection,User has active device session,"1. Deliver HomePage to user with active device
2. Monitor DeviceQueueService events","1. Event is dispatched with type home_page
2. Event is received in real-time
3. Payload contains HomePage reference",API,Manual,Regression Test,P2,Home Page Delivery,,,C1552416
EkoAI Console > Release 18.00 (Morning Brief) > Home Page Delivery (API),Admin,API,Check HomePage record should NOT be created when callback status is fail,Callback with status=fail,Process step failed for user,"1. Send fail callback
2. Check HomePage records for user","1. No HomePage record is created
2. User status remains FAILED
3. No push notification sent",API,Manual,Regression Test,P1,Home Page Delivery,,,C1552417
EkoAI Console > Release 18.00 (Morning Brief) > Home Page Delivery (API),Admin,API,Check expired HomePage records should not be returned in user queries,HomePage with expiresAt in the past,HomePage created 25 hours ago (expired),"1. Wait for HomePage to expire (expiresAt < now)
2. Query user's HomePage records
3. Observe results","1. Expired record is not returned in query
2. Only non-expired records are visible
3. Record may still exist in DB but filtered",API,Manual,Regression Test,P2,Home Page Delivery,,,C1552418
EkoAI Console > Release 18.00 (Morning Brief) > Home Page Delivery (API),Admin,API,Check HomePage should handle correctly when content.blocks contains empty array,Callback with result.homePage.content.blocks = [],Valid callback with empty blocks,"1. Send callback with empty content blocks
2. Verify HomePage creation","1. HomePage record is created with empty blocks
2. No rendering error occurs
3. Record is valid but has no displayable content",API,Manual,Regression Test,P2,Home Page Delivery,,,C1552419
EkoAI Console > Release 18.00 (Morning Brief) > Home Page Delivery (API),Admin,API,Check HomePage refId format should be run_id:run_user_id and be unique per record,Multiple deliveries for different users in same run,Run with 3 users,"1. Deliver HomePage to 3 users in same run
2. Retrieve all records
3. Compare refIds","1. Each refId follows run_id:run_user_id format
2. All 3 refIds are unique
3. refId can be used to identify specific delivery",API,Manual,Regression Test,P1,Home Page Delivery,,,C1552420
EkoAI Console > Release 18.00 (Morning Brief) > Home Page Delivery (API),Admin,API,Check HomePage delivery should handle correctly when 50 users receive delivery simultaneously,50 concurrent HomePage deliveries,Run with 50 users / all process steps completed,"1. Trigger delivery for 50 users at once
2. Monitor record creation
3. Verify all records","1. All 50 HomePage records are created
2. No duplicate or missing records
3. Each record has correct refId and content",API,Manual,Regression Test,P1,Home Page Delivery,,,C1552421
EkoAI Console > Release 18.00 (Morning Brief) > Widget Rendering (UI),User,Web,Check recognized widget types should render correctly when HomePage contains valid widgets,HomePage with text / image / list widget types,User has a HomePage with multiple recognized widgets,"1. Open HomePage on user device
2. Observe widget rendering","1. Text widget renders with correct content
2. Image widget displays the image
3. List widget shows items in order
4. All widgets render without error",Web,Manual,Smoke Test,P1,Widget Rendering,,,C1552422
EkoAI Console > Release 18.00 (Morning Brief) > Widget Rendering (UI),User,Web,Check widgets should render in array order as defined in content.blocks,HomePage with 3 widgets in specific order: header / image / footer,User has a HomePage with ordered widgets,"1. Open HomePage
2. Verify widget display order","1. Header widget appears first
2. Image widget appears second
3. Footer widget appears last
4. Order matches content.blocks array index",Web,Manual,Smoke Test,P1,Widget Rendering,,,C1552423
EkoAI Console > Release 18.00 (Morning Brief) > Widget Rendering (UI),User,Web,Check unrecognized widget type should be silently ignored during rendering,HomePage with unknown widget type: custom_chart_v2,User has a HomePage containing an unrecognized widget type,"1. Open HomePage with unrecognized widget
2. Observe rendering behavior","1. Unrecognized widget is skipped
2. Other widgets render normally
3. No error message shown to user
4. Page layout is not broken",Web,Manual,Sanity Test,P1,Widget Rendering,,,C1552424
EkoAI Console > Release 18.00 (Morning Brief) > Widget Rendering (UI),User,Web,Check corrupted widget config should be ignored without generating errors,HomePage with one widget having malformed JSON structure,User has a HomePage with corrupted widget config,"1. Open HomePage with corrupted widget
2. Observe rendering behavior","1. Corrupted widget is ignored
2. Other valid widgets render normally
3. No error is shown to user
4. No crash or blank page",Web,Manual,Sanity Test,P2,Widget Rendering,,,C1552425
EkoAI Console > Release 18.00 (Morning Brief) > Widget Rendering (UI),User,Web,Check nested wrapper widgets should render correctly up to maximum 3 levels deep,HomePage with 3-level nested wrapper structure,User has a HomePage with nested wrappers,"1. Open HomePage with 3-level nested widgets
2. Observe rendering of each level","1. Level 1 wrapper renders correctly
2. Level 2 nested wrapper renders inside level 1
3. Level 3 nested wrapper renders inside level 2
4. All content at each level is visible",Web,Manual,Regression Test,P1,Widget Rendering,,,C1552426
EkoAI Console > Release 18.00 (Morning Brief) > Widget Rendering (UI),User,Web,Check widget rendering should handle correctly when nesting exceeds 3 levels,HomePage with 4-level nested wrapper structure,User has a HomePage with excessive nesting,"1. Open HomePage with 4-level nested widgets
2. Observe rendering behavior","1. First 3 levels render correctly
2. 4th level is either ignored or rendered flat
3. No error or crash occurs
4. Page remains usable",Web,Manual,Regression Test,P1,Widget Rendering,,,C1552427
EkoAI Console > Release 18.00 (Morning Brief) > Widget Rendering (UI),User,Web,Check wrapper widget should enforce maximum 10 widgets per wrapper limit,Wrapper with 11 child widgets,User has a HomePage with wrapper containing 11 widgets,"1. Open HomePage with 11-widget wrapper
2. Observe rendering behavior","1. First 10 widgets render correctly
2. 11th widget is either ignored or handled gracefully
3. No layout overflow or crash",Web,Manual,Regression Test,P1,Widget Rendering,,,C1552428
EkoAI Console > Release 18.00 (Morning Brief) > Widget Rendering (UI),User,Web,Check widget structure should include type / mode / structure / more fields,Widget JSON: { type: text / mode: default / structure: {...} / more: {...} },User has a HomePage with fully structured widget,"1. Inspect widget JSON structure
2. Verify all required fields are present","1. Widget has type field (determines rendering)
2. Widget has mode field
3. Widget has structure field with content
4. Widget has more field for expansion",API,Manual,Regression Test,P2,Widget Rendering,,,C1552429
EkoAI Console > Release 18.00 (Morning Brief) > Widget Rendering (UI),User,Web,Check carousel widget should render with swipeable navigation when type is carousel,HomePage with carousel widget containing 5 items,User has a HomePage with carousel widget,"1. Open HomePage
2. Locate carousel widget
3. Swipe through items","1. Carousel renders with first item visible
2. Swipe navigation works between items
3. All 5 items are accessible
4. Indicator shows current position",Web,Manual,Regression Test,P2,Widget Rendering,,,C1552430
EkoAI Console > Release 18.00 (Morning Brief) > Widget Rendering (UI),User,Web,Check widget rendering should handle correctly when content.blocks is completely empty,HomePage with content.blocks = [],User has a HomePage with no widgets,"1. Open HomePage with empty blocks
2. Observe page rendering","1. Page renders without widgets
2. Empty state or blank content area shown
3. No error or crash
4. Page chrome (header / footer) still renders",Web,Manual,Regression Test,P2,Widget Rendering,,,C1552431
EkoAI Console > Release 18.00 (Morning Brief) > Widget Rendering (UI),User,Web,Check widget rendering should handle correctly when a single widget has very large content payload,Text widget with 10000+ characters,User has a HomePage with oversized widget content,"1. Open HomePage with very large text widget
2. Observe rendering and scrolling","1. Widget renders without timeout
2. Content is scrollable or truncated gracefully
3. Other widgets are not affected
4. Page performance remains acceptable",Web,Manual,Regression Test,P2,Widget Rendering,,,C1552432
EkoAI Console > Release 18.00 (Morning Brief) > Widget Rendering (UI),User,Web,Check image widget should display placeholder when image URL is broken or returns 404,Image widget with broken URL: https://example.com/missing.png,User has a HomePage with image widget pointing to invalid URL,"1. Open HomePage with broken image widget
2. Observe image area","1. Broken image shows placeholder or fallback
2. Other widgets render normally
3. No error overlay on the page
4. Layout is not broken by missing image",Web,Manual,Regression Test,P2,Widget Rendering,,,C1552433
EkoAI Console > Release 18.00 (Morning Brief) > Security (API),Admin,API,Check API request should be authenticated when valid EkoApiKey is provided,Valid API key with correct scope,API key exists with appropriate permissions,"1. Send API request with valid EkoApiKey in header
2. Observe response","1. Request is authenticated successfully
2. Response returns expected data
3. No auth error",API,Manual,Smoke Test,P1,Security,,,C1552434
EkoAI Console > Release 18.00 (Morning Brief) > Security (API),Admin,API,Check API request should be rejected when invalid EkoApiKey is provided,Invalid or expired API key,None,"1. Send API request with invalid API key
2. Observe response","1. Request returns 401 Unauthorized
2. Error message indicates invalid API key
3. No data is returned",API,Manual,Smoke Test,P1,Security,,,C1552435
EkoAI Console > Release 18.00 (Morning Brief) > Security (API),Admin,API,Check HMAC signature should be valid when external server receives EkoAI webhook request,Webhook request to process endpoint,Process endpoint has HMAC verification enabled,"1. Trigger job with HMAC-enabled process endpoint
2. Capture webhook request
3. Verify HMAC signature","1. x-hmac-signature header is present
2. Signature is valid when verified with shared secret
3. Payload matches signed content",API,Manual,Sanity Test,P1,Security,,,C1552436
EkoAI Console > Release 18.00 (Morning Brief) > Security (API),Admin,API,Check callback endpoint should enforce scheduled_job_api_key auth independently from EkoApiKey,Callback request with EkoApiKey but no scbk_ key,Valid EkoApiKey exists but callback key is missing,"1. Send callback with valid EkoApiKey only
2. Omit scheduled_job_api_key
3. Observe response","1. Callback returns 401 Unauthorized
2. EkoApiKey alone is not sufficient for callbacks
3. scbk_ key is required separately",API,Manual,Sanity Test,P1,Security,,,C1552437
EkoAI Console > Release 18.00 (Morning Brief) > Security (API),Admin,API,Check API request should be rejected when API key scope does not match required permission,API key with read-only scope / attempting write operation,API key exists with limited scope,"1. Send POST request with read-only API key
2. Observe response","1. Request returns 403 Forbidden
2. Error indicates insufficient scope
3. Write operation is not executed",API,Manual,Regression Test,P1,Security,,,C1552438
EkoAI Console > Release 18.00 (Morning Brief) > Security (API),Admin,API,Check API request should be rejected when no authentication header is provided,Request without any auth header,None,"1. Send API request without any auth header
2. Observe response","1. Request returns 401 Unauthorized
2. Error indicates missing authentication",API,Manual,Regression Test,P1,Security,,,C1552439
EkoAI Console > Release 18.00 (Morning Brief) > Security (API),Admin,API,Check callback key should be unique per ScheduledJob and not reusable across jobs,Two different ScheduledJobs,Two jobs exist with different callback keys,"1. Create Job A and note its scbk_ key
2. Create Job B
3. Attempt to use Job A key for Job B callback","1. Job A and Job B have different scbk_ keys
2. Using wrong key returns 401
3. Each key only works for its own job",API,Manual,Regression Test,P1,Security,,,C1552440
