"Section","Role","Channel","Title","Test Data","Preconditions","Steps","Expected Result","Platform","TestMethod","Type","P","References","Release version","QA Responsibility","TestRailID"
"Agentic > Base Skill > Internal Library > Knowledge Management","","","Verify that deleting a file in ASAP removes it from both ASAP and Library","Test File Name: ASAP_knowledge_management.png","User is logged in on Web. User has an existing file in ASAP and Library.","1. Login to the account
2. Navigate to the Knowledge (ASAP) page on the sidebar
3. Click 'Setting' on Knowledge
4. Locate the file 'ASAP_knowledge_management.png'
5. Click the delete icon
6. Click the delete button on the confirmation dialog
7. Check the file list in ASAP
8. Navigate to the Library page on the sidebar
9. Check the file list in Library","The confirmation dialog appears and closes successfully. The file is removed from the ASAP platform. The file is also removed from the Library platform.","","Manual","Regression Test","P1","","","","C1544875"
"Agentic > Base Skill > Internal Library > Knowledge Management","","","Verify that deleting a file in Library removes it from both Library and ASAP","Test File Name: Library.png","User is logged in on Web. User has an existing file in Library and ASAP.","1. Login to the account
2. Navigate to the Library page on the sidebar
3. Locate the file 'Library.png'
4. Click ... on top right of the file card
5. Click Delete
6. Click the delete button on the confirmation dialog
7. Check the file list in Library
8. Navigate to the Knowledge (ASAP) page on the sidebar
9. Check the file list in ASAP","The confirmation dialog appears and closes successfully. The file is removed from the Library platform. The file is also removed from the ASAP platform.","","Manual","Regression Test","P1","","","","C1544876"
"Agentic > Base Skill > Internal Library > Knowledge Management","","","Verify that cancelling the delete action in ASAP does not remove the file","Test File Name: ASAP_knowledge_management.png","User is logged in on Web. User has an existing file in ASAP and Library.","1. Login to the account
2. Navigate to the Knowledge (ASAP) page on the sidebar
3. Click 'Setting' on Knowledge
4. Locate the file 'ASAP_knowledge_management.png'
5. Click the delete icon
6. Click 'Cancel' or close the confirmation dialog
7. Check the file list in ASAP
8. Navigate to the Library page on the sidebar
9. Check the file list in Library","The confirmation dialog closes without deleting. The file remains in the ASAP platform. The file remains in the Library platform.","","Manual","Regression Test","P0","","","","C1544877"
"Agentic > Base Skill > Internal Library > Knowledge Management","","","Verify that cancelling the delete action in Library does not remove the file","Test File Name: Library.png","User is logged in on Web. User has an existing file in Library and ASAP.","1. Login to the account
2. Navigate to the Library page on the sidebar
3. Locate the file 'Library.png'
4. Click ... on top right of the file card
5. Click Delete
6. Click 'Cancel' or close the confirmation dialog
7. Check the file list in Library
8. Navigate to the Knowledge (ASAP) page on the sidebar
9. Check the file list in ASAP","The confirmation dialog closes without deleting. The file remains in the Library platform. The file remains in the ASAP platform.","","Manual","Regression Test","P0","","","","C1544878"
"Agentic > Base Skill > Internal Library > Knowledge Management","","","Verify that a deleted file cannot be accessed via direct URL or search","Test File Name: ASAP_knowledge_management.png","User is logged in on Web. User has copied the direct URL of an existing file.","1. Login to the account
2. Navigate to the Knowledge (ASAP) page on the sidebar
3. Click 'Setting' on Knowledge
4. Locate the file 'ASAP_knowledge_management.png' and click the delete icon
5. Click the delete button on the confirmation dialog
6. Attempt to search for 'ASAP_knowledge_management.png' in the search bar
7. Attempt to access the file using the previously copied direct URL","The search yields no results for the deleted file. Accessing the direct URL redirects to an error page or shows a 'file not found' message.","","Manual","Regression Test","P2","","","","C1544879"
"Agentic > Base Skill > Internal Library > Context Retention","","","Verify system uses previous context when user asks follow-up question","Data : Active User with library access","User logged in. Internal library mode activated. At least one previous message sent about a specific topic.","1. Login to the account
2. Navigate to Chat
3. Click (+) on chat field
4. Click internal library button
5. Ask a question about a specific internal topic (e.g., ""What is the company leave policy?"") and press enter
6. Wait for the response
7. Ask a follow-up question referencing the previous context (e.g., ""How many days?"") and press enter
8. Verify the AI response","System uses the context from the previous message and responds with a relevant answer that continues the conversation thread","","Manual","Smoke Test","P1","","","","C1544880"
"Agentic > Base Skill > Internal Library > Context Retention","","","Verify system maintains context across multiple consecutive messages","Data : Active User with library access","User logged in. Internal library mode activated.","1. Login to the account
2. Navigate to Chat
3. Click (+) on chat field
4. Click internal library button
5. Ask a question about an internal topic and press enter
6. Wait for the response
7. Ask a second follow-up question and press enter
8. Wait for the response
9. Ask a third follow-up question referencing details from both prior responses and press enter
10. Verify the AI response","System maintains conversation context across all three messages and provides a coherent response that incorporates information from all previous exchanges","","Manual","Smoke Test","P1","","","","C1544881"
"Agentic > Base Skill > Internal Library > Context Retention","","","Verify system uses context with pronoun references in follow-up","Data : Active User with library access","User logged in. Internal library mode activated.","1. Login to the account
2. Navigate to Chat
3. Click (+) on chat field
4. Click internal library button
5. Ask a question about a specific internal document or policy and press enter
6. Wait for the response
7. Send a follow-up using pronouns (e.g., ""Can you summarize it?"" or ""Tell me more about that"") and press enter
8. Verify the AI response","System correctly resolves the pronoun reference to the topic from the previous message and provides a relevant answer","","Manual","Sanity Test","P1","","","","C1544882"
"Agentic > Base Skill > Internal Library > Context Retention","","","Verify system does not mix context between different chat sessions","Data : Active User with library access","User logged in. Internal library mode activated.","1. Login to the account
2. Navigate to Chat
3. Click (+) on chat field
4. Click internal library button
5. Ask a question about topic A and press enter
6. Wait for the response
7. Start a new chat session
8. Click (+) on chat field
9. Click internal library button
10. Ask a follow-up about topic A without re-stating the context and press enter
11. Verify the AI response","System does not carry over context from the previous chat session and treats the new session as a fresh conversation","","Manual","Regression Test","P2","","","","C1544883"
"Agentic > Base Skill > Internal Library > Context Retention","","","Verify system retains context after a long pause between messages","Data : Active User with library access","User logged in. Internal library mode activated.","1. Login to the account
2. Navigate to Chat
3. Click (+) on chat field
4. Click internal library button
5. Ask a question about an internal topic and press enter
6. Wait for the response
7. Wait approximately 5-10 minutes without sending any message
8. Ask a follow-up question referencing the previous context and press enter
9. Verify the AI response","System retains the conversation context after the idle period and provides a relevant follow-up response","","Manual","Regression Test","P2","","","","C1544884"
"Agentic > Base Skill > Internal Library > Context Retention","","","Verify system handles context with topic change mid-conversation","Data : Active User with library access","User logged in. Internal library mode activated.","1. Login to the account
2. Navigate to Chat
3. Click (+) on chat field
4. Click internal library button
5. Ask a question about topic A and press enter
6. Wait for the response
7. Ask a completely different question about topic B and press enter
8. Wait for the response
9. Ask a follow-up about topic B and press enter
10. Verify the AI response","System correctly switches context to topic B and the follow-up response is relevant to topic B without conflating information from topic A","","Manual","Sanity Test","P2","","","","C1544885"
"Agentic > Base Skill > Internal Library > Context Retention","","","Verify system uses context when switching back to a previous topic","Data : Active User with library access","User logged in. Internal library mode activated.","1. Login to the account
2. Navigate to Chat
3. Click (+) on chat field
4. Click internal library button
5. Ask a question about topic A and press enter
6. Wait for the response
7. Ask a question about topic B and press enter
8. Wait for the response
9. Ask a follow-up about topic A referencing the earlier discussion and press enter
10. Verify the AI response","System remembers the earlier context about topic A and provides a coherent follow-up response","","Manual","Regression Test","P2","","","","C1544886"
"Agentic > Base Skill > Internal Library > Context Retention","","","Verify system uses context correctly with long conversation history","Data : Active User with library access","User logged in. Internal library mode activated.","1. Login to the account
2. Navigate to Chat
3. Click (+) on chat field
4. Click internal library button
5. Send 10 or more sequential messages building on each other about an internal topic
6. Ask a follow-up question referencing details from early in the conversation
7. Verify the AI response","System maintains context even with a long conversation history and accurately references earlier parts of the conversation","","Manual","Regression Test","P2","","","","C1544887"
"Agentic > Base Skill > Internal Library > Context Retention","","","Verify system uses context after page refresh within same session","Data : Active User with library access","User logged in. Internal library mode activated. Active conversation with at least one Q&A.","1. Login to the account
2. Navigate to Chat
3. Click (+) on chat field
4. Click internal library button
5. Ask a question about an internal topic and press enter
6. Wait for the response
7. Refresh the browser page (F5 or Ctrl+R)
8. Navigate back to the existing chat
9. Ask a follow-up question referencing the previous context and press enter
10. Verify the AI response","System retains the conversation context after a page refresh and provides a relevant follow-up response","","Manual","Regression Test","P1","","","","C1544888"
"Agentic > Base Skill > Internal Library > Context Retention","","","Verify system does not lose context when response includes document references","Data : Topic that triggers document references","User logged in. Internal library mode activated.","1. Login to the account
2. Navigate to Chat
3. Click (+) on chat field
4. Click internal library button
5. Ask a question that triggers internal data with reading sources and press enter
6. Wait for the response with document references
7. Ask a follow-up question about the content of the referenced documents and press enter
8. Verify the AI response","System maintains context and uses both the previous conversation and the referenced document data to generate a coherent follow-up response","","Manual","Sanity Test","P1","","","","C1544889"
"Agentic > Base Skill > Skill Management","","","Verify User Can delete a personal skill with Remove button","Skill Name : ชื่อหนัง","User is logged in on eko-dev.ekoapp.com and has navigated to 'Train Assistant Skills' page (/agentic/skills). User has at least one personal skill in 'My Mity Skills'.","1. User is in Train Assistant Skills page
2. Hover over a skill card in My Mity Skills section to reveal the Remove option
3. Click the red Remove button (trash icon)
4. Confirm the deletion in the dialog
5. Observe the skill list","1. The 'Remove' button is visible and clickable on the skill card.
2. The selected skill is removed from the 'My Mity Skills' list.
3. The skill card disappears from the grid without requiring a page refresh.
4. The remaining skills re-arrange properly in the grid layout.","","Manual","Smoke Test","P1","","","","C1544804"
"Agentic > Base Skill > Skill Management","","","Verify User Can see confirmation dialog before deleting with Remove button","Skill Name : test_skill","User is logged in and on the 'Explore Mity Skills' page with at least one personal skill.","1. User is in Train Assistant Skills page
2. Click the red Remove button on a skill card
3. Observe if a confirmation dialog appears","1. A confirmation dialog appears asking 'Are you sure you want to delete this skill?' (or similar).
2. The dialog has 'Confirm/Delete' and 'Cancel' buttons.
3. The skill is NOT deleted until the user explicitly confirms.
4. If no confirmation dialog exists, document this as a potential UX gap.","","Manual","Smoke Test","P1","","","","C1544805"
"Agentic > Base Skill > Skill Management","","","Verify User Can cancel deleting a skill with Cancel button","Skill Name : test_skill","User is logged in and on the 'Explore Mity Skills' page with at least one personal skill.","1. User is in Train Assistant Skills page
2. Click the red Remove button on a skill card
3. Click Cancel on the confirmation dialog
4. Observe the skill list","1. The confirmation dialog closes.
2. The skill remains in the 'My Mity Skills' list, unchanged.
3. The skill card is fully functional (clickable, editable) after cancellation.","","Manual","Smoke Test","P1","","","","C1544806"
"Agentic > Base Skill > Skill Management","","","Verify User Can not trigger deleted skill with chat keyword","Trigger Keyword : /test_skill","User is logged in. A personal skill with a known trigger keyword exists and has been verified to work in chat.","1. User is in Train Assistant Skills page
2. Delete a skill using the Remove button
3. Navigate to Chats page and open a chat
4. Type the trigger keyword of the deleted skill
5. Send the message","1. The agent does NOT activate the deleted skill.
2. The agent responds normally without referencing the deleted skill.
3. No error or 'skill not found' crash occurs.","","Manual","Smoke Test","P1","","","","C1544807"
"Agentic > Base Skill > Skill Management","","","Verify User Can not see deleted skill with page load","Skill Name : test_skill","User is logged in and on the 'Explore Mity Skills' page with at least one personal skill.","1. User is in Train Assistant Skills page
2. Delete a skill using the Remove button
3. Close the browser tab and reopen the Train Assistant Skills page
4. Observe the My Mity Skills section","1. The deleted skill does NOT reappear after page refresh.
2. The skill count is correctly updated.
3. The grid layout renders properly with the remaining skills.","","Manual","Sanity Test","P2","","","","C1544808"
"Agentic > Base Skill > Skill Management","","","Verify User Can not see deleted skill with re-login","Skill Name : test_skill","User is logged in and on the 'Explore Mity Skills' page with at least one personal skill.","1. User is in Train Assistant Skills page
2. Delete a skill using the Remove button
3. Log out of the application
4. Log back in and navigate to Train Assistant Skills page
5. Observe the My Mity Skills section","1. The deleted skill does NOT reappear after re-login.
2. All remaining skills are displayed correctly.","","Manual","Sanity Test","P2","","","","C1544809"
"Agentic > Base Skill > Skill Management","","","Verify User Can see success feedback with successful deletion","Skill Name : test_skill","User is logged in and on the 'Explore Mity Skills' page.","1. User is in Train Assistant Skills page
2. Delete a skill using the Remove button
3. Observe the UI for a success notification","1. A success notification or toast appears (e.g., 'Skill deleted successfully').
2. The notification auto-dismisses after a few seconds or has a close button.
3. If no success feedback is shown, document this as a UX gap.","","Manual","Sanity Test","P2","","","","C1544810"
"Agentic > Base Skill > Skill Management","","","Verify User Can see empty state with deleting the last skill","Skill Name : last_skill","User is logged in and has exactly one personal skill remaining in 'My Mity Skills'.","1. User is in Train Assistant Skills page where only one skill exists
2. Delete the last remaining skill using the Remove button
3. Observe the My Mity Skills section for an empty state","1. The skill is removed.
2. An appropriate empty state is displayed (e.g., 'You have no skills yet' or 'Create your first skill').
3. The '+ Add New Skill' button remains visible and functional.
4. No broken grid layout or visual glitch.","","Manual","Sanity Test","P2","","","","C1544811"
"Agentic > Base Skill > Skill Management","","","Verify User Can see correct grid layout with deleting a middle skill","Position : Middle of the grid","User is logged in and has 5+ personal skills displayed in the grid.","1. User is in Train Assistant Skills page with multiple skills
2. Delete a skill from the middle of the grid
3. Observe the grid layout of the remaining skills","1. The remaining skill cards re-flow correctly in the 2-column grid.
2. No blank/empty card placeholder is left behind.
3. Card spacing and alignment remain consistent.","","Manual","Sanity Test","P2","","","","C1544812"
"Agentic > Base Skill > Skill Management","","","Verify User Can delete multiple skills rapidly with Remove button","Skill 1 : test_skill_1
Skill 2 : test_skill_2
Skill 3 : test_skill_3","User is logged in and has 3+ personal skills.","1. User is in Train Assistant Skills page
2. Click the Remove button on the first skill and confirm
3. Immediately click the Remove button on the second skill before the list fully updates
4. Immediately click the Remove button on the third skill
5. Observe the page for any errors","1. All three skills are deleted successfully.
2. No duplicate deletion errors or 500 server errors occur.
3. The skill list updates correctly after each deletion.
4. No 'skill not found' or stale-state errors appear.","","Manual","Regression Test","P2","","","","C1544813"
"Agentic > Base Skill > Skill Management","","","Verify User Can delete skill having Thai name with Remove button","Skill Name : เคลียค่าใช้จ่าย","User has a skill with a Thai name containing special characters.","1. User is in Train Assistant Skills page
2. Locate a skill with Thai name and special characters
3. Click the Remove button and confirm
4. Observe the result","1. The skill with Thai name is deleted successfully.
2. No encoding errors or server errors occur.
3. The skill is removed from the list completely.","","Manual","Regression Test","P0","","","","C1544814"
"Agentic > Cross-platform","","","Verify Notification on Mobile App from Web activity","","User is logged into same account on Web and Mobile App","1. Send a message on Web Agentic
2. Wait for Agentic response to complete on Web
3. Observe the mobile device","1. A push notification is received on the mobile app once the agent responds on Web.","","Manual","Sanity Test","P2","","","","C1216302"
"Agentic > iOS > Intro Screen","","","Verify default layout on Intro Screen","","User opens the Agentic app","1. Observe the Intro Screen layout","1. Greeting text 'Hi [User Name]!' is displayed.
2. Animated/Static agent icon (with cat ears) is centered.
3. Input area at the bottom with '+' and 'Ask anything...' placeholder.
4. Top left backward arrow and top right hamburger/menu icon are visible.","","Manual","Smoke Test","P1","","","","C1216303"
"Agentic > iOS > Intro Screen","","","Verify specific greeting text","","User 'Apiwat (Sharp)' is logged in","1. Observe the greeting text on Intro Screen","1. Text displays 'Hi Apiwat (Sharp)!' exactly.","","Manual","Regression Test","P2","","","","C1216304"
"Agentic > iOS > Sidebar","","","Verify Sidebar - Recent Chats list","","User is on the main chat page","1. Swipe from left or click the menu icon
2. Observe the 'RECENT CHATS' section","1. Section title 'RECENT CHATS' is visible.
2. List shows previous conversation titles (e.g., 'requesting for assistance').
3. Unread indicators (red dots) are visible for active/new items.","","Manual","Smoke Test","P1","","","","C1216305"
"Agentic > iOS > Sidebar","","","Verify Sidebar - Profile and Settings","","User has the sidebar open","1. Look at the bottom of the sidebar","1. User profile picture and name 'Apiwat (Sharp) Kansa-ard' are displayed.
2. Settings icon (gear) is visible next to the name.","","Manual","Sanity Test","P2","","","","C1216306"
"Agentic > iOS > Sidebar","","","Verify Sidebar - New Chat button","","User has the sidebar open","1. Click the 'New Chat' (Compose) icon at the top right of the sidebar","1. App navigates to the Intro/New Chat screen.","","Manual","Smoke Test","P1","","","","C1216307"
"Agentic > iOS > Search","","","Verify Search - UI and Tabs","","User clicks search bar in sidebar","1. Click the 'Search' bar
2. Observe the tabs","1. 'Topics' and 'Messages' tabs are visible.
2. Search input has a 'clear' (x) button when text is entered.","","Manual","Sanity Test","P2","","","","C1216308"
"Agentic > iOS > Search","","","Verify Search - Topics results","","User enters search term 'c'","1. Type 'c' into the search bar
2. Select 'Topics' tab","1. List of topics containing 'c' is displayed (e.g., 'creating test cases').","","Manual","Sanity Test","P2","","","","C1216309"
"Agentic > iOS > Search","","","Verify Search - Messages results","","User enters search term 'c'","1. Type 'c' into the search bar
2. Select 'Messages' tab","1. List of messages containing 'c' is displayed with sender name and date (e.g., 'Apiwat (Sharp): create file as csv').","","Manual","Sanity Test","P2","","","","C1216310"
"Agentic > iOS > Chat > Upload","","","Verify Upload Menu - Elements","","User is in a chat","1. Click the '+' icon next to the input box","1. Upload sheet/modal appears from the bottom.
2. 'Utilities' section with camera icon.
3. 'All Media' link is visible.
4. Photo/Video album thumbnails for quick selection.
5. 'Add files' button with paperclip icon at the bottom.","","Manual","Smoke Test","P1","","","","C1216311"
"Agentic > iOS > Chat > Upload","","","Verify Upload - Quick Image Selection","","User has the upload menu open","1. Tap on one of the photo thumbnails","1. A checkmark/selection indicator appears on the thumbnail.
2. User can proceed to attach.","","Manual","Sanity Test","P2","","","","C1216312"
"Agentic > iOS > Chat > Upload","","","Verify Upload - Add Files button","","User has the upload menu open","1. Click 'Add files'","1. iOS native File Picker (Files app) appears.","","Manual","Smoke Test","P1","","","","C1216313"
"Agentic > iOS > Chat > Upload","","","Verify Upload - Multi-selection (max 5)","","User is selecting files","1. Select 5 images/files from the upload menu
2. Observe behavior","1. All 5 are selected.
2. Selection of 6th file is restricted or shows warning.","","Manual","Regression Test","P2","","","","C1216314"
"Agentic > iOS > Chat > Input","","","Verify Input Box behavior","","User is on the intro screen","1. Tap on 'Ask anything...'
2. Observe keyboard behavior","1. System keyboard pops up.
2. Input field may expand as user types.","","Manual","Smoke Test","P1","","","","C1216315"
"Agentic > iOS > Chat > Functional","","","Verify Chat Persistence (Switching Chats)","","User has created two different chats","1. Send 'Hello' in Chat A.
2. Click '+ New chat' in sidebar, send 'Hi' in Chat B.
3. Tap back on 'Chat A' in the sidebar.","1. Chat A loads with full history visible.
2. Messages are correctly preserved.","","Manual","Sanity Test","P2","","","","C1216316"
"Agentic > iOS > Chat > Attachments","","","Verify Unsupported File Type","","User selects .zip","1. Tap '+' > 'Add files'
2. Attempt to select a .zip file","1. System shows 'File type not supported' or prevents selection.","","Manual","Regression Test","P0","","","","C1216317"
"Agentic > iOS > Chat > Attachments","","","Verify Attachment Removal","","User has attached a file","1. Tap the 'x' button on the attachment chip in composer","1. The attachment is removed from the composer area.","","Manual","Sanity Test","P2","","","","C1216318"
"Agentic > iOS > Chat > Security","","","Verify Prompt Injection Handling","Injection prompts","User is chatting","1. Type prompt to reveal system policy
2. Click Send","1. Agent refuses to disclose internal instructions.","","Manual","Smoke Test","P1","","","","C1216319"
"Agentic > iOS > Chat > Interactions","","","Verify Multi-line Support","","User typing long text","1. Type text and tap 'return' on keyboard
2. Type more text","1. Input field expands to show multiple lines.
2. Line break is correctly inserted.","","Manual","Regression Test","P0","","","","C1216320"
"Agentic > iOS > Chat > Tool Tag","","","Verify User Can see Research Analyst tool tags with Research Analyst Agent","<p>Agent Name : Research Analyst Agent</p>
","<p>User is in a chat with Research Analyst Agent</p>
","<ol>
<li>User is in logged in</li>
<li>User is in agent AI ( on the sidebar )</li>
<li>Send a message that calls research tools (Example: 'Research the latest AI trends in 2026')</li>
<li>Expand the 'Thinking steps' or tool usage view</li>
</ol>
","<p>Tags 'research', 'web_scraper', 'social_trend' are displayed correctly in the thinking steps.</p>
","","Manual","Sanity Test","P2","","","","C1544815"
"Agentic > iOS > Chat > Tool Tag","","","Verify User Can see Document Analyst tool tags with Document Analyst Agent","Agent Name : Document Analyst Agent","User is in a chat with Document Analyst Agent","1. User is in logged in
2. User is in agent AI ( on the sidebar )
3. Send a message that calls knowledge base tools (Example: 'Summarize the uploaded document regarding company policies')
4. Expand the 'Thinking steps' or tool usage view","Tags 'km_agents', 'query_knowledge_base' are displayed correctly in the thinking steps.","","Manual","Sanity Test","P2","","","","C1544816"
"Agentic > iOS > Chat > Tool Tag","","","Verify User Can see Data Analyst tool tags with Data Analyst Agent","Agent Name : Data Analyst Agent","User is in a chat with Data Analyst Agent","1. User is in logged in
2. User is in agent AI ( on the sidebar )
3. Send a message that calls data query tools (Example: 'Query the total sales count for Q1 2026')
4. Expand the 'Thinking steps' or tool usage view","Tags 'query_sql', 'query_databricks', 'query_vertica' are displayed correctly in the thinking steps.","","Manual","Sanity Test","P2","","","","C1544817"
"Agentic > iOS > Chat > Tool Tag","","","Verify User Can see Creative Agent tool tags with Creative Agent","Agent Name : Creative Agent","User is in a chat with Creative Agent","1. User is in logged in
2. User is in agent AI ( on the sidebar )
3. Send a message that calls image generation tools (Example: 'Generate an image of a futuristic city skyline')
4. Expand the 'Thinking steps' or tool usage view","Tag 'image_generator' is displayed correctly in the thinking steps.","","Manual","Sanity Test","P2","","","","C1544818"
"Agentic > iOS > Chat > Tool Tag","","","Verify User Can see Generic tool tags with Generic Agent","Agent Name : Generic Agent","User is using a generic tool","1. User is in logged in
2. User is in agent AI ( on the sidebar )
3. Send a message that calls a generic tool (Example: 'Calculate 125 * 4')
4. Expand the 'Thinking steps' view","Tag 'mcp_tool' is displayed for generic tool usage in the thinking steps.","","Manual","Sanity Test","P2","","","","C1544819"
"Agentic > iOS > Chat > Code Block","","","Verify User Can see specific styling with Python code block","Test Data : Python Code Snippet","User is in a chat conversation","1. User is in logged in
2. User is in agent AI ( on the sidebar )
3. Send a message asking for Python code (e.g., 'Write a hello world function in Python')
4. Observe the code block container in the response","1. The code block has a distinct background color (different from message bubble).
2. The font is monospaced (e.g., Courier or similar).
3. The language label 'python' is visible in the header.","","Manual","Sanity Test","P1","","","","C1544825"
"Agentic > iOS > Chat > Code Block","","","Verify User Can see specific syntax highlight with Java code block","Test Data : Java Code Snippet","User is in a chat conversation","1. User is in logged in
2. User is in agent AI ( on the sidebar )
3. Send a message asking for Java code (e.g., 'Show me a Java class example')
4. Observe the text colors within the code block","1. Keywords (public, class, void) are highlighted in specific colors.
2. Strings and comments have distinct colors according to the new design theme.","","Manual","Sanity Test","P2","","","","C1544826"
"Agentic > iOS > Chat > Code Block","","","Verify User Can copy code text with copy button","Test Data : Any Code Snippet","User is viewing a code block","1. User is in logged in
2. User is in agent AI ( on the sidebar )
3. Tap the 'Copy' icon/button in the code block header
4. Paste the content into a text field or note app","1. The 'Copy' icon gives visual feedback (e.g., changes to 'Copied!').
2. The pasted content matches the code block text exactly, preserving indentation.","","Manual","Sanity Test","P2","","","","C1544827"
"Agentic > iOS > Chat > Code Block","","","Verify User Can scroll horizontally with long code block","Test Data : Long Line Code Snippet","User is viewing a code block with long lines","1. User is in logged in
2. User is in agent AI ( on the sidebar )
3. Generate code with a very long single line (e.g., comprehensive print statement)
4. Swipe left or right on the code block","1. The code block scrolls horizontally.
2. The layout does not break or overflow the screen width.","","Manual","Sanity Test","P2","","","","C1544828"
"Agentic > iOS > Chat > Table","","","Verify User Can see header and row structure with markdown table","Test Data : Markdown Table","User is in a chat conversation","1. User is in logged in
2. User is in agent AI ( on the sidebar )
3. Send a message asking for a table (e.g., 'Create a comparison table of fruits')
4. Observe the table structure in the response","1. The table has clearly defined headers and rows.
2. Borders or alternating row colors are present as per new design.
3. The table fits within the message bubble or has a scroll container.","","Manual","Sanity Test","P1","","","","C1544829"
"Agentic > iOS > Chat > Table","","","Verify User Can scroll horizontally with wide table","Test Data : Wide Table","User is viewing a wide table","1. User is in logged in
2. User is in agent AI ( on the sidebar )
3. Generate a table with many columns (e.g., 10+ columns)
4. Swipe left or right on the table area","1. The table scrolls horizontally within its container.
2. The page scroll is not intercepted incorrectly (smooth user experience).","","Manual","Sanity Test","P2","","","","C1544830"
"Agentic > iOS > Chat > Table","","","Verify User Can see text alignment with markdown table","Test Data : Aligned Markdown Table","User is viewing a table with mixed alignment","1. User is in logged in
2. User is in agent AI ( on the sidebar )
3. Generate a table with left, center, and right-aligned columns
4. Observe the text alignment in each column","1. Text respects the markdown alignment specifications.
2. Headers align with their respective column content.","","Manual","Sanity Test","P0","","","","C1544831"
"Agentic > iOS > Chat > Error Handling","","","Verify User Can see timeout error message with <<TIMEOUT_TESTING>> keyword","Keyword : <<TIMEOUT_TESTING>>","User is logged in and on an active chat screen with internet connected","1. User is in active chat screen
2. Type <<TIMEOUT_TESTING>>
3. Tap Send icon
4. Observe the agent response area","""1. The agent responds with a message bubble containing the error_timeout status.
2. The error message text reads 'ไม่พบการตอบกลับจากเซิร์ฟเวอร์ กรุณาลองใหม่อีกครั้งในภายหลัง' (or the equivalent client-translated text for the user's language).
3. The agent avatar (cat ears icon) is displayed alongside the error message.
4. The message appears in the correct chat position (left-aligned as an agent response).""","","Manual","Smoke Test","P1","","","","C1544832"
"Agentic > iOS > Chat > Error Handling","","","Verify User Can see timeout error message with disconnected internet","Message : Hello","User is logged in and on an active chat screen with internet connected","1. User is in active chat screen
2. Send a normal message to confirm chat is working
3. Turn off Wi-Fi and Mobile Data
4. Type a new message in the chat input field
5. Tap Send icon
6. Observe the chat area for the error response","""1. The message is sent or queued from the user side.
2. An error_timeout message is displayed with the translated text 'ไม่พบการตอบกลับจากเซิร์ฟเวอร์ กรุณาลองใหม่อีกครั้งในภายหลัง'.
3. The error message clearly indicates a server timeout, not a generic error.
4. The agent avatar is displayed alongside the error message.""","","Manual","Smoke Test","P1","","","","C1544833"
"Agentic > iOS > Chat > Error Handling","","","Verify User Can see translated timeout error with English device language","Device Language : English","User's iOS device language is set to English","1. User is in iOS Settings page
2. Set device language to English
3. Open the Agentic app and navigate to a chat
4. Type <<TIMEOUT_TESTING>> and tap Send
5. Observe the error message text","""1. The error message displays in English (client-translated text matching the device language).
2. The message is fully readable and grammatically correct.
3. No raw keys, placeholders, or untranslated strings are visible (e.g., no '{clientTranslatedText}' shown).""","","Manual","Sanity Test","P2","","","","C1544834"
"Agentic > iOS > Chat > Error Handling","","","Verify User Can see translated timeout error with Thai device language","Device Language : Thai","User's iOS device language is set to Thai","1. User is in iOS Settings page
2. Set device language to Thai
3. Open the Agentic app and navigate to a chat
4. Type <<TIMEOUT_TESTING>> and tap Send
5. Observe the error message text","""1. The error message displays 'ไม่พบการตอบกลับจากเซิร์ฟเวอร์ กรุณาลองใหม่อีกครั้งในภายหลัง'.
2. Thai characters render correctly without garbled text or encoding issues.
3. Text is properly wrapped within the message bubble without clipping.""","","Manual","Sanity Test","P2","","","","C1544835"
"Agentic > iOS > Chat > Error Handling","","","Verify User Can see correct UI layout with timeout error message","Keyword : <<TIMEOUT_TESTING>>","User is logged in and on an active chat screen","1. User is in active chat screen
2. Type <<TIMEOUT_TESTING>> and tap Send
3. Wait for the error message to appear
4. Observe the message bubble styling
5. Compare with normal agent response messages","""1. The error_timeout message bubble has the same visual style as normal agent messages (left-aligned, with agent avatar).
2. The agent avatar (cat-eared icon) is displayed correctly next to the message.
3. The message text is legible with proper font size and color contrast.
4. The message bubble does not overlap with other UI elements (input bar, header).""","","Manual","Sanity Test","P2","","","","C1544836"
"Agentic > iOS > Chat > Error Handling","","","Verify User Can use chat functionally with timeout error message","Keyword : <<TIMEOUT_TESTING>>","User is logged in and on an active chat screen with internet connected","1. User is in active chat screen
2. Type <<TIMEOUT_TESTING>> and tap Send
3. Wait for the error message to appear
4. Type a normal message
5. Tap Send
6. Observe the agent response","""1. The normal message is sent successfully after the error.
2. The agent responds with a valid reply (not another error).
3. The chat input field remains functional.
4. No app freeze or crash occurs after the error message.""","","Manual","Smoke Test","P1","","","","C1544837"
"Agentic > iOS > Chat > Error Handling","","","Verify User Can use chat functionally with internet reconnection","State : Network Disconnected","User is on an active chat with internet connected","1. User is in active chat screen
2. Turn off Wi-Fi and Mobile Data
3. Type a message and tap Send
4. Wait for the error message to appear
5. Turn Wi-Fi or Mobile Data back on
6. Wait 5 seconds for reconnection
7. Type a new message and tap Send","""1. The error_timeout message was shown during the offline period.
2. After reconnecting, the new message is sent successfully.
3. The agent responds normally to the new message.
4. Previous error_timeout message remains in chat history.""","","Manual","Sanity Test","P2","","","","C1544838"
