Section,Role,Channel,Title,Test Data,Preconditions,Steps,Expected Result,Platform,TestMethod,Type,P,References,Release version,QA Responsibility
Scheduled Jobs > Job Run Lifecycle,Admin,API,Verify CUTOFF when timeout exceeded,20 users / timeout 10s,Webhook delays beyond timeout,1. Trigger. 2. First batch succeeds. 3. Timeout expires. 4. Query.,CUTOFF. success: 10 / cutoff for remaining.,API,Manual,Regression Test,P1,Run Lifecycle,,
Scheduled Jobs > Job Run Lifecycle,Admin,API,Verify retry returns error for PROCESSING run,,Run currently PROCESSING,1. POST /retry.,409: cannot retry while processing.,API,Manual,Regression Test,P2,Run Lifecycle,,
Scheduled Jobs > Job Run Lifecycle,Admin,API,Verify run history 404 for non-existent job,,Admin authenticated,1. GET /runs for non-existent job ID.,404: job not found.,API,Manual,Regression Test,P2,Run Lifecycle,,
Scheduled Jobs > Job Run Lifecycle,Admin,API,Verify mixed results (partial success) per-user status,5 users: 3 success / 1 fail / 1 timeout,Job with 5 users / mixed outcomes,1. Trigger. 2. Send mixed callbacks. 3. Query.,Per-user status correct. Stats: success 3 / failed 1 / cutoff 1.,API,Manual,Regression Test,P1,Run Lifecycle,,
Scheduled Jobs > Job Run Lifecycle,Admin,API,Verify stats accurate after multiple retries,,Run with 2 FAILED / retry partially,1. Retry. 2. One succeeds / one fails. 3. Retry again. 4. Query.,Stats updated cumulatively. No double-counting.,API,Manual,Regression Test,P2,Run Lifecycle,,
Scheduled Jobs > Job Run Lifecycle,Admin,API,Verify late callback after CUTOFF handled,,Run CUTOFF / late callback arrives,1. Let run reach CUTOFF. 2. Send late success callback.,Either ignored or accepted deterministically. No errors.,API,Manual,Regression Test,P2,Run Lifecycle,,
Scheduled Jobs > Auth & Security,Admin,API,Verify admin can create scheduled job,,Admin role JWT,1. POST /api/v1/scheduled-jobs with admin JWT.,201: job created.,API,Manual,Smoke Test,P0,Auth,,
Scheduled Jobs > Auth & Security,Admin,API,Verify webhook X-Signature is valid HMAC-SHA256,,Job triggered / mock capturing,1. Trigger. 2. Capture X-Signature + body. 3. Compute HMAC. 4. Compare.,Computed HMAC matches X-Signature.,API,Manual,Sanity Test,P1,Auth,,
Scheduled Jobs > Auth & Security,Admin,API,Verify callback validates HMAC signature,,Run PROCESSING,1. Compute correct HMAC. 2. POST /callback with correct signature.,200: accepted.,API,Manual,Regression Test,P1,Auth,,
Scheduled Jobs > Auth & Security,User,API,Verify non-admin receives 403 on create,,Non-admin JWT,1. POST /scheduled-jobs with non-admin JWT.,403: insufficient permissions.,API,Manual,Smoke Test,P0,Auth,,
Scheduled Jobs > Auth & Security,User,API,Verify unauthenticated returns 401 on all endpoints,,No JWT token,1. GET without auth. 2. POST without auth. 3. DELETE without auth.,All return 401.,API,Manual,Smoke Test,P0,Auth,,
Scheduled Jobs > Auth & Security,User,API,Verify non-admin cannot update or delete,,Non-admin JWT / job exists,1. PUT with non-admin JWT. 2. DELETE with non-admin JWT.,Both return 403. Job unchanged.,API,Manual,Regression Test,P1,Auth,,
Scheduled Jobs > Auth & Security,User,API,Verify expired JWT returns 401,Expired JWT token,Expired JWT,1. GET /scheduled-jobs with expired JWT.,401: token expired.,API,Manual,Regression Test,P1,Auth,,
Scheduled Jobs > Auth & Security,Admin,API,Verify rate limiting returns 429,,Admin authenticated,1. Send 100+ rapid requests.,After threshold: 429 with Retry-After.,API,Manual,Regression Test,P2,Auth,,
Scheduled Jobs > Auth & Security,Admin,API,Verify webhook_api_key not exposed in GET response,,Admin authenticated / job with api_key,1. GET /scheduled-jobs/:id. 2. Inspect webhook_api_key.,Key masked or omitted. No plaintext leakage.,API,Manual,Regression Test,P1,Auth,,
Scheduled Jobs > Auth & Security,User,API,Verify tampered JWT payload rejected,Tampered JWT,Valid JWT available,1. Decode JWT. 2. Modify role. 3. Re-encode without signing. 4. Send.,401: signature verification failed.,API,Manual,Regression Test,P1,Auth,,
Scheduled Jobs > AI-LLM Mandatory Scenarios,Admin,API,[M1] Verify system ignores prompt injection in callback payload,result_payload with injection text,Run PROCESSING / AI webhook live,1. Send callback with injected instructions in title/content. 2. Check widget.,Widget shows literal text. No instructions executed. No secrets leaked.,API,Manual,Regression Test,P0,AI-LLM M1,,
Scheduled Jobs > AI-LLM Mandatory Scenarios,Admin,API,[M1] Verify injected display_name handled safely,User display_name with injection,User with malicious display_name in audience,1. Create user with injected name. 2. Add to audience. 3. Trigger. 4. Inspect result.,Name treated as literal text. Normal brief returned. No data leaked.,API,Manual,Regression Test,P0,AI-LLM M1,,
Scheduled Jobs > AI-LLM Mandatory Scenarios,Admin,API,[M2] Verify Morning Brief content is factually accurate,User with 3 unread messages / 1 meeting,User with verifiable known data,1. Trigger. 2. Get callback. 3. Cross-reference with actual data.,Brief accurately reflects real data. No fabricated content.,API,Manual,Regression Test,P1,AI-LLM M2,,
Scheduled Jobs > AI-LLM Mandatory Scenarios,Admin,API,[M2] Verify no fabricated content for inactive user,User with zero activity,User with no recent activity,1. Trigger for inactive user. 2. Inspect content.,Says No recent activity or generic greeting. No hallucinated data.,API,Manual,Regression Test,P1,AI-LLM M2,,
Scheduled Jobs > AI-LLM Mandatory Scenarios,Admin,API,[M3] Verify widget JSON valid with unusual characters,Unicode / emoji / RTL text in payload,AI returns diverse character payload,1. Send callback with Unicode/emoji/RTL. 2. Inspect widget JSON.,Valid JSON. Schema intact. All characters preserved.,API,Manual,Regression Test,P1,AI-LLM M3,,
Scheduled Jobs > AI-LLM Mandatory Scenarios,Admin,API,[M3] Verify widget JSON intact with minimal content,title: empty / content: single space,AI returns near-empty payload,1. Send callback with minimal content. 2. Inspect widget.,JSON schema valid. No malformed JSON or crash.,API,Manual,Regression Test,P2,AI-LLM M3,,
Scheduled Jobs > AI-LLM Mandatory Scenarios,Admin,API,[M4] Verify P95 latency within SLA under load,50 concurrent jobs / 10 users each,Load test environment,1. Trigger 50 jobs simultaneously. 2. Measure response times. 3. Calculate P95.,P95 within SLA. No unexpected timeouts. Accurate status.,API,Manual,Regression Test,P1,AI-LLM M4,,
Scheduled Jobs > AI-LLM Mandatory Scenarios,Admin,API,[M4] Verify throughput with max batch concurrency,10 jobs x 100 users,Load test environment,1. Trigger 10 jobs within 1 minute. 2. Monitor queue.,All complete. Throttling respected. Error rate < 1%.,API,Manual,Regression Test,P2,AI-LLM M4,,
Scheduled Jobs > AI-LLM Mandatory Scenarios,Admin,API,[M5] Verify graceful degradation when AI unavailable,Webhook endpoint down,Unreachable webhook URL,1. Configure down endpoint. 2. Trigger. 3. Check run status. 4. Check home page.,Run FAILED. All per-user FAILED. No widget. Friendly error. System stable.,API,Manual,Regression Test,P0,AI-LLM M5,,
Scheduled Jobs > AI-LLM Mandatory Scenarios,Admin,API,[M5] Verify degradation when AI returns 500,,Mock webhook returns 500,1. Trigger. 2. Inspect run. 3. Check home pages.,Run FAILED. No malformed widgets. Error logged. Recovery works.,API,Manual,Regression Test,P1,AI-LLM M5,,
Scheduled Jobs > AI-LLM Mandatory Scenarios,Admin,API,[M5] Verify partial degradation on batch timeout,30 users / timeout 30s / first 10 succeed,AI responds for first batch only,1. Trigger. 2. First batch succeeds. 3. Rest timeout. 4. Inspect.,CUTOFF. success: 10 / cutoff: 20. Widgets for 10 only.,API,Manual,Regression Test,P1,AI-LLM M5,,
Scheduled Jobs > Job List & Search,Admin,Web,Verify delete job from list shows confirmation and removes job,,User on dashboard / job exists,1. Click trash-can icon on job card. 2. Observe confirmation dialog. 3. Confirm. 4. Observe list.,Dialog appears. Job removed. Stats update. Success message.,Web,Manual,Smoke Test,P1,Job List,,
Scheduled Jobs > Job List & Search,Admin,Web,Verify delete confirmation can be cancelled,,Delete confirmation dialog shown,1. Click trash-can. 2. Observe dialog. 3. Click Cancel. 4. Observe list.,Dialog closes. Job remains. No deletion.,Web,Manual,Regression Test,P2,Job List,,
Scheduled Jobs > Edit Scheduler > Job Configuration,Admin,Web,Verify back arrow returns to job list,,User on Edit Scheduler page,1. Click back arrow in header. 2. Observe navigation.,Returned to dashboard/job list. No unsaved warning if unmodified.,Web,Manual,Sanity Test,P1,Edit Config,,
Scheduled Jobs > Create Scheduler Wizard,Admin,Web,Verify one-time job (Does not repeat) executes once,,Creating new scheduler,1. Select Repeat: Does not repeat. 2. Set time. 3. Complete wizard. 4. Wait for execution. 5. Check status.,Executes once. Status → Completed/Inactive. Does not re-run.,Web,Manual,Regression Test,P1,Create Wizard,,
Scheduled Jobs > Edit Scheduler > History Logs,Admin,Web,Verify History Logs search filters by keyword,,Multiple runs with different dates,1. Locate search bar. 2. Type keyword. 3. Observe filtered results.,Results filtered. Only matching runs shown. Clear restores list.,Web,Manual,Sanity Test,P2,History Logs,,
Scheduled Jobs > Edit Scheduler > History Logs,Admin,Web,Verify Select All + bulk retry re-processes all failures,,Failure Logs with multiple failed users,1. Click Select all. 2. Click bulk Retry. 3. Observe dialog. 4. Confirm.,All selected. Confirmation shown. All re-processed on confirm.,Web,Manual,Smoke Test,P1,History Logs,,
