"Section","Role","Channel","Title","Test Data","Preconditions","Steps","Expected Result","Platform","TestMethod","Type","P","References","Release version","QA Responsibility"
"Agentic > Scheduled Jobs > Process Step","Admin","API","Check custom timeout should be respected when set to 300 seconds","timeoutSeconds=300","Job has been triggered / External endpoint is configured","1. Create a job with timeoutSeconds=300
2. Trigger the job
3. Wait for callback","1. System waits up to 300 seconds for callback
2. Timeout is extended from default
3. No failure is triggered before 300 seconds","API","Manual","Regression Test","P2","Custom Timeout","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Process Step","Admin","API","Check optional user fields should be included when available in payload","User with email / firstname / lastname / position","Job has been triggered / External endpoint is configured","1. Trigger a job with audience user that has full profile
2. Inspect outbound request payload","1. Optional fields included: email / firstname / lastname
2. Additional fields: position / ad_domain / extras
3. Missing optional fields are omitted (not null)","API","Manual","Regression Test","P2","Optional Fields","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Process Step","Admin","API","Check stuck PROCESSING users should be marked FAILED after 24-hour backstop","","Job has been triggered / External endpoint is configured","1. Trigger a job
2. User remains in PROCESSING state for more than 24 hours","1. Background scheduler identifies stuck record
2. ScheduleJobRunUser is automatically marked FAILED
3. Failure reason indicates timeout backstop","API","Manual","Regression Test","P1","24h Backstop","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Callback","Admin","API","Check user status should update to FINISHED when callback returns success with result","","Process step has dispatched requests / External service is processing","1. External service sends POST callback
2. Payload contains status='success' and result.homePage","1. ScheduleJobRunUser.run.process.status set to FINISHED
2. result.homePage content is stored
3. User is ready for action step","API","Manual","Smoke Test","P1","Success Callback","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Callback","Admin","API","Check correct user record should be updated when callback echoes matching ID","","Process step has dispatched requests / External service is processing","1. External service sends callback
2. Payload contains id matching scheduleJobRunUserId","1. System matches callback to correct ScheduleJobRunUser
2. Only the matching record is updated
3. Other records remain unchanged","API","Manual","Smoke Test","P1","ID Matching","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Callback","Admin","API","Check callback should be accepted when X-API-KEY header is valid","","Process step has dispatched requests / External service is processing","1. External service sends callback request
2. Request includes correct X-API-KEY header","1. Request is accepted and processed
2. ScheduleJobRunUser record is updated
3. HTTP 200 response is returned","API","Manual","Smoke Test","P1","API Key Auth","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Callback","Admin","API","Check result.homePage should be stored when callback includes homepage content","","Process step has dispatched requests / External service is processing","1. External service sends callback with result.homePage content
2. Observe ScheduleJobRunUser record","1. run.process.result.homePage is populated
2. Content is stored accurately
3. Data is available for action step delivery","API","Manual","Smoke Test","P1","HomePage Result","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Callback","Admin","API","Check user status should be FAILED when callback returns failure","","Process step has dispatched requests / External service is processing","1. External service sends callback with status='fail'
2. Payload includes failReason","1. ScheduleJobRunUser.run.process.status set to FAILED
2. failReason is stored in the record
3. No further processing for this user","API","Manual","Regression Test","P1","Failed Callback","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Callback","Admin","API","Check callback should be rejected with 400 when ID is invalid or missing","","Process step has dispatched requests / External service is processing","1. External service sends callback
2. Payload contains unrecognized or missing id","1. HTTP 400 response is returned
2. No ScheduleJobRunUser record is updated
3. Error is logged for monitoring","API","Manual","Regression Test","P1","Invalid ID","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Callback","Admin","API","Check callback should be rejected with 401 when API key is wrong","Incorrect X-API-KEY value","Process step has dispatched requests / External service is processing","1. External service sends callback
2. Request has incorrect X-API-KEY header","1. HTTP 401 response is returned
2. No record is updated
3. No retry is triggered by EkoAI","API","Manual","Regression Test","P1","Wrong API Key","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Callback","Admin","API","Check user should be marked FAILED when no callback arrives within timeout","","Process step has dispatched requests / External service is processing","1. External service never sends callback
2. Configured timeout period elapses","1. EkoAI treats as failure
2. Retries up to retry times
3. If retries exhausted / user status is set to FAILED","API","Manual","Regression Test","P1","Callback Timeout","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Callback","Admin","API","Check duplicate callback should be handled idempotently for already finished user","","Process step has dispatched requests / External service is processing","1. External service sends callback for user already in SUCCESS/FAILED
2. Observe response","1. HTTP 200 is returned (idempotent)
2. Existing data is not overwritten
3. No duplicate processing occurs","API","Manual","Regression Test","P2","Idempotent Callback","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Callback","Admin","API","Check quotaConsumed should be charged when callback includes quota data","Callback with quotaConsumed=5","Process step has dispatched requests / External service is processing","1. External service sends callback with quotaConsumed=5
2. Observe the quota tracking in EkoAI","1. EkoAI charges the network accordingly
2. Quota value is recorded
3. Billing reflects the consumed amount","API","Manual","Regression Test","P2","Quota Tracking","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Action Step","Admin","API","Check orchestrator should pick up candidates for immediate delivery when schedule is null","","Process step completed / Callback received with result","1. Configure job with action schedule = null (immediate)
2. Process step completes for a user
3. Wait for orchestrator scan","1. Orchestrator identifies user with PENDING action + populated result
2. User is picked up on next scan
3. Delivery begins immediately","API","Manual","Smoke Test","P1","Immediate Delivery","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Action Step","Admin","API","Check action queue message should be published when orchestrator identifies candidate","","Process step completed / Callback received with result","1. Orchestrator identifies a delivery candidate
2. Observe queue activity","1. Message is published to action queue
2. Message contains scheduleJobRunUserId and actionType
3. Worker can consume the message","API","Manual","Smoke Test","P1","Queue Message","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Action Step","Admin","API","Check action worker should complete delivery and update user status to SUCCESS","","Process step completed / Callback received with result","1. Worker consumes queue message
2. Worker executes delivery (create HomePage via Eko API)","1. Delivery is completed successfully
2. ScheduleJobRunUser.run.actions.homePage.status = SUCCESS
3. Worker claims using optimistic concurrency","API","Manual","Smoke Test","P1","Worker Delivery","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Action Step","Admin","API","Check run status should be aggregated when all users complete their actions","Job run with multiple users","Process step completed / Callback received with result","1. Wait for all users in a run to complete their actions
2. Observe ScheduleJobRun status","1. ScheduleJobRun.status is updated based on aggregation
2. If all succeed / status = SUCCESS
3. Aggregation considers all per-user results","API","Manual","Smoke Test","P1","Status Aggregation","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Action Step","Admin","API","Check delivery should wait until nextRun time for time-triggered schedule","Action schedule.nextRun = tomorrow 09:00","Process step completed / Callback received with result","1. Configure time-triggered action with nextRun = tomorrow 09:00
2. Process completes today
3. Observe user status","1. User waits in PENDING action state
2. Orchestrator does not pick up until 09:00
3. Delivery begins at or after scheduled time","API","Manual","Regression Test","P1","Time Trigger Wait","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Action Step","Admin","API","Check failReasonCode should be stored when delivery fails","","Process step completed / Callback received with result","1. Trigger delivery
2. Eko API is unavailable / delivery fails","1. run.actions.homePage.status = FAILED
2. failReasonCode is stored
3. failReasonMessage contains error details","API","Manual","Regression Test","P1","Delivery Failure","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Action Step","Admin","API","Check dead-letter queue should receive messages after all retry attempts fail","","Process step completed / Callback received with result","1. Action queue message fails all retry attempts
2. Observe dead-letter queue","1. Message is moved to dead-letter queue
2. Alerting is triggered for monitoring
3. Message can be inspected for troubleshooting","API","Manual","Regression Test","P2","Dead Letter Queue","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Action Step","Admin","API","Check delivery should happen immediately when process data arrives after scheduled nextRun","Action schedule.nextRun = 09:00 / process completes at 10:00","Process step completed / Callback received with result","1. Configure time-triggered action with nextRun = 09:00
2. Process completes at 10:00 (after scheduled time)","1. nextRun is already past
2. Orchestrator picks up immediately on next scan
3. No additional waiting period","API","Manual","Regression Test","P1","Late Process Data","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Action Step","Admin","API","Check duplicate queue messages should be handled safely by worker","","Process step completed / Callback received with result","1. Orchestrator publishes same candidate twice to queue
2. Two workers attempt to process","1. Worker uses optimistic concurrency (_etag)
2. Only one worker succeeds in claiming
3. Other worker retries and sees terminal status
4. No duplicate deliveries occur","API","Manual","Regression Test","P1","Duplicate Messages","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Action Step","Admin","API","Check partial success should be reflected when some users succeed and some fail","Run with 10 users","Process step completed / Callback received with result","1. Trigger run with 10 users
2. 7 users succeed / 3 users fail","1. Per-user statuses correctly reflect SUCCESS or FAILED
2. Run status shows partial result
3. Failed users can be retried via History Logs","API","Manual","Regression Test","P1","Partial Success","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Cutoff Timeout","Admin","API","Check cutoff orchestrator should identify timed-out runs after 24 hours","ScheduleJobRun.startedAt > 24h ago / status still PROCESSING","A ScheduleJobRun is in PROCESSING state","1. Wait for a ScheduleJobRun to remain in PROCESSING for more than 24 hours
2. Observe cutoff orchestrator behavior","1. Cutoff orchestrator identifies the timed-out run
2. Run is enqueued to cutoff queue
3. Processing begins to mark stuck users","API","Manual","Smoke Test","P1","Cutoff Detection","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Cutoff Timeout","Admin","API","Check cutoff worker should mark stuck users as FAILED with timeout reason","","A ScheduleJobRun is in PROCESSING state","1. Cutoff worker processes a timed-out run
2. Run has non-terminal ScheduleJobRunUser records","1. All non-terminal users are marked FAILED
2. failReasonCode = CUTOFF_TIMEOUT
3. Terminal state users (already SUCCESS/FAILED) are unchanged","API","Manual","Smoke Test","P1","Cutoff Marking","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Cutoff Timeout","Admin","API","Check already terminal users should not be affected by cutoff","Run has mix of SUCCESS and PROCESSING users","A ScheduleJobRun is in PROCESSING state","1. Run has some SUCCESS users and some PROCESSING users
2. Cutoff fires after 24 hours","1. Only PROCESSING users are marked FAILED
2. SUCCESS users remain unchanged
3. No data corruption on terminal records","API","Manual","Regression Test","P1","Terminal Protection","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Cutoff Timeout","Admin","API","Check cutoff vs action worker race should be resolved safely","","A ScheduleJobRun is in PROCESSING state","1. Action worker completes at exact moment cutoff fires for same user
2. Both attempt to write","1. _etag optimistic concurrency resolves the race
2. Whoever writes first wins
3. Loser retries and sees terminal state
4. No inconsistent data","API","Manual","Regression Test","P1","Race Resolution","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Cutoff Timeout","Admin","API","Check cutoff threshold should be configurable via environment variable","SCHEDULED_JOB_RUN_CUTOFF_TIMEOUT_MINUTES=60","A ScheduleJobRun is in PROCESSING state","1. Set SCHEDULED_JOB_RUN_CUTOFF_TIMEOUT_MINUTES=60
2. Wait for a run to remain in PROCESSING for 60+ minutes","1. Cutoff fires after 60 minutes instead of default 24 hours
2. Configuration is respected
3. Users stuck beyond threshold are marked FAILED","API","Manual","Regression Test","P2","Configurable Threshold","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Cutoff Timeout","Admin","API","Check cutoff worker should be idempotent on retry after crash","","A ScheduleJobRun is in PROCESSING state","1. Cutoff worker crashes mid-way through processing
2. BullMQ retries the job","1. Worker skips already-terminal users on retry
2. No duplicate failures are created
3. Processing completes successfully on retry","API","Manual","Regression Test","P2","Idempotent Worker","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Cutoff Timeout","Admin","API","Check duplicate cutoff jobs should be deduplicated via scheduledJobRunId","","A ScheduleJobRun is in PROCESSING state","1. Cutoff orchestrator runs twice for the same run
2. Observe BullMQ behavior","1. BullMQ silently ignores duplicate job IDs
2. Only one cutoff worker processes the run
3. No duplicate processing or race conditions","API","Manual","Regression Test","P2","Job Deduplication","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Home Page Delivery","Admin","API","Check new HomePage record should be created when Morning Brief is delivered","","Action step is delivering Morning Brief to user","1. Action worker delivers Morning Brief for a user
2. Observe the HomePage record","1. New HomePage record created via POST /api/v1/home-page
2. Record contains content.blocks / refId / expiresAt
3. Record is associated with the correct user","API","Manual","Smoke Test","P1","HomePage Create","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Home Page Delivery","Admin","API","Check push notification should be sent when HomePage is created","","Action step is delivering Morning Brief to user","1. Create a new HomePage record for a user
2. Observe notification delivery","1. PushNotificationService dispatches HOME_PAGE_DELIVERED notification
2. User receives push notification
3. Notification links to the HomePage content","API","Manual","Smoke Test","P1","Push Notification","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Home Page Delivery","Admin","API","Check getLatest should return most recent non-expired HomePage for user","User has multiple HomePage records / some expired","Action step is delivering Morning Brief to user","1. User has multiple HomePage records with different timestamps
2. Some records have expired
3. Call v0/homePage.getLatest","1. Returns the latest non-expired record
2. Sorted by createdAt descending
3. Expired records are excluded","API","Manual","Smoke Test","P1","Get Latest","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Home Page Delivery","Admin","API","Check real-time event should be dispatched when HomePage is delivered","","Action step is delivering Morning Brief to user","1. HomePage is created for a connected user
2. Observe real-time events","1. DeviceQueueService.scheduleEnqueue dispatches real-time event
2. Connected user receives event immediately
3. Client can update UI based on event","API","Manual","Smoke Test","P1","Real-time Event","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Home Page Delivery","Admin","API","Check API key authentication should use EkoApiKey strategy with scope check","","Action step is delivering Morning Brief to user","1. Send request to HomePage API with valid x-api-key header
2. Key has 'home-page' scope","1. Request authenticated via EkoApiKey PassportJS strategy
2. Scope checked for 'home-page' permission
3. Request processed successfully","API","Manual","Smoke Test","P1","EkoApiKey Auth","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Home Page Delivery","Admin","API","Check push notification should be sent on update when retrying delivery","","Action step is delivering Morning Brief to user","1. HomePage record is updated (retry delivery)
2. Observe notification","1. PushNotificationService dispatches HOME_PAGE_UPDATED notification
2. User receives update notification
3. Content reflects updated delivery","API","Manual","Sanity Test","P2","Update Notification","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Home Page Delivery","Admin","API","Check request should be rejected with 401 when API key is invalid","Wrong or missing x-api-key header","Action step is delivering Morning Brief to user","1. Send HomePage create request with invalid x-api-key
2. Observe response","1. HTTP 401/403 is returned
2. Request is rejected
3. No HomePage record is created","API","Manual","Regression Test","P1","Invalid API Key","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Home Page Delivery","Admin","API","Check retry should use PUT update instead of creating duplicate when re-delivering","","Action step is delivering Morning Brief to user","1. Same job run re-delivers to a user
2. homePageId exists from first delivery","1. Uses PUT /api/v1/home-page/:id with existing homePageId
2. Record updated instead of creating duplicate
3. Content reflects latest delivery","API","Manual","Regression Test","P1","Retry Uses Update","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Home Page Delivery","Admin","API","Check multiple HomePage records should be allowed per user per day","Two different job runs deliver to same user same day","Action step is delivering Morning Brief to user","1. Two different scheduled jobs deliver Morning Brief to same user same day
2. Observe HomePage records","1. Two separate HomePage records exist for the user
2. getLatest returns the newest by createdAt
3. Both records accessible until expiry","API","Manual","Regression Test","P2","Multiple Per Day","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Home Page Delivery","Admin","API","Check expiresAt should be set to createdAt + 24 hours","","Action step is delivering Morning Brief to user","1. Create a HomePage record
2. Check the expiresAt field","1. expiresAt = createdAt + 24 hours
2. After expiry / widget not shown on home screen
3. getLatest excludes expired records","API","Manual","Regression Test","P1","Expiry Time","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Home Page Delivery","Admin","API","Check HomePage content should be stored as-is without server validation","Arbitrary JSON in content.blocks","Action step is delivering Morning Brief to user","1. Send HomePage create request with arbitrary content.blocks JSON
2. Observe stored record","1. EkoNode stores content as-is without validation
2. Any JSON structure in content.blocks is accepted
3. Rendering handled by the client","API","Manual","Regression Test","P2","Opaque Content","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Home Page Delivery","Admin","API","Check readAt should be null initially until user views the content","","Action step is delivering Morning Brief to user","1. Create a new HomePage record
2. Check the readAt field before user views it","1. readAt = null (unread state)
2. Value updates when user first views the content
3. Read state can be queried","API","Manual","Regression Test","P2","Initial Read State","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Home Page Delivery","Admin","API","Check refId format should contain run IDs for traceability","","Action step is delivering Morning Brief to user","1. Create a HomePage record via job delivery
2. Check the refId field","1. refId follows format: <run_id>:<run_user_id>
2. Both IDs are valid references
3. Can trace delivery back to job run","API","Manual","Regression Test","P2","RefId Format","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Widget Rendering","User","Web","Check recognized widgets should render on home screen in correct order","HomePage with valid widget JSON array","HomePage record with content.blocks exists for the user","1. Create HomePage with multiple valid widgets
2. Open the app home screen","1. All recognized widgets render successfully
2. Widgets display in exact order as listed in JSON array
3. Each widget shows its configured content","Mobile","Manual","Smoke Test","P1","Widget Rendering","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Widget Rendering","User","Web","Check Text Block widget should display configured content","Widget type: text block","HomePage record with content.blocks exists for the user","1. Include a text block widget in HomePage content
2. Open the home screen","1. Text block is displayed
2. Content matches the configured text
3. Formatting is applied correctly","Mobile","Manual","Smoke Test","P1","Text Block","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Widget Rendering","User","Web","Check Progress Bar widget should display correct percentage","Widget type: progress bar","HomePage record with content.blocks exists for the user","1. Include a progress bar widget in HomePage
2. Open the home screen","1. Progress bar is displayed
2. Percentage matches configured value
3. Visual indicator reflects progress correctly","Mobile","Manual","Sanity Test","P2","Progress Bar","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Widget Rendering","User","Web","Check Horizontal Cards widget should render with configured content","Widget type: horizontal cards","HomePage record with content.blocks exists for the user","1. Include horizontal cards widget in HomePage
2. Open the home screen","1. Cards render horizontally
2. Content matches configured data
3. Scrolling works if cards exceed screen width","Mobile","Manual","Sanity Test","P2","Horizontal Cards","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Widget Rendering","User","Web","Check unrecognized widget type should be silently skipped without errors","Widget with unknown type: future_widget_v3","HomePage record with content.blocks exists for the user","1. Include an unknown widget type in HomePage JSON
2. Open the home screen","1. Unknown widget is silently skipped
2. No errors displayed to user
3. Other recognized widgets render normally","Mobile","Manual","Regression Test","P2","Unknown Widget","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Widget Rendering","User","Web","Check corrupted widget configuration should be handled gracefully","Widget with partial/invalid config","HomePage record with content.blocks exists for the user","1. Include a widget with partial or invalid configuration
2. Open the home screen","1. Widget renders with available config
2. Corrupted parts are gracefully ignored
3. No crash or error screen is shown","Mobile","Manual","Regression Test","P2","Corrupted Config","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Widget Rendering","User","Web","Check empty content.blocks array should display no widgets without errors","HomePage with empty blocks: []","HomePage record with content.blocks exists for the user","1. Create HomePage with empty content.blocks array
2. Open the home screen","1. Home screen shows no widgets
2. No crash / error / or blank screen
3. App functions normally with other features","Mobile","Manual","Regression Test","P2","Empty Blocks","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Widget Rendering","User","Web","Check more drill-down should navigate to next page level","Widget with more object configured","HomePage record with content.blocks exists for the user","1. Widget has more object with label / pageTitle / widgets or tabs
2. Open the home screen
3. Click the more button on the widget","1. More button is visible on the widget
2. Clicking navigates to next Page Level
3. Extended content is displayed on the drill-down page","Mobile","Manual","Regression Test","P2","More Drill-down","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Widget Rendering","User","Web","Check nested widget levels should render correctly with transition UI","Widget with nested items hierarchy","HomePage record with content.blocks exists for the user","1. Configure widget with items containing nested items
2. Open the home screen
3. Navigate through widget levels","1. Nested levels render correctly
2. Transition UI between levels works smoothly
3. Back navigation returns to previous level","Mobile","Manual","Regression Test","P2","Nested Widgets","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Security","Admin","API","Verify HMAC signature should be valid when external server receives EkoAI request","","EkoAI system is running / API keys are configured","1. External server receives a request from EkoAI
2. Verify EkoAI-Signature header
3. Compute HMAC-SHA256 over payload with shared key","1. Signature matches the computed HMAC-SHA256
2. Payload integrity is confirmed
3. Request is accepted by external server","API","Manual","Smoke Test","P1","HMAC Verification","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Security","Admin","API","Check API key hash should be stored as SHA-256 when creating new key","","EkoAI system is running / API keys are configured","1. Create a new API key for Eko integration
2. Observe storage","1. keyHash = SHA-256 of the raw key
2. Raw key shown only once at creation
3. Stored hash used for all future verifications","API","Manual","Smoke Test","P1","Key Hash Storage","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Security","Admin","API","Check API key prefix should show first 8 characters for identification","","EkoAI system is running / API keys are configured","1. Create an API key
2. View the key in admin UI","1. keyPrefix shows first 8 characters (e.g. sak_a1b2)
2. Prefix is visible for identification
3. Full key is not exposed after creation","API","Manual","Sanity Test","P2","Key Prefix","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Security","Admin","API","Check request should be rejected when HMAC signature is missing","","EkoAI system is running / API keys are configured","1. External server receives request without EkoAI-Signature header
2. Attempt to process","1. Returns HTTP 401/403
2. Request is rejected
3. No data is processed","API","Manual","Regression Test","P1","Missing Signature","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Security","Admin","API","Check request should be rejected when payload is tampered after signing","Modified request body","EkoAI system is running / API keys are configured","1. Intercept request from EkoAI
2. Modify the request body after signing
3. Send to external server","1. Signature mismatch is detected
2. External server rejects with 401/403
3. Tampered data is not processed","API","Manual","Regression Test","P1","Tampered Payload","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Security","Admin","API","Check request should be rejected when using revoked API key","API key with status=revoked","EkoAI system is running / API keys are configured","1. Revoke an API key (set status=revoked)
2. Use the revoked key in a request","1. verify() function fails for revoked key
2. Request is rejected
3. HTTP 401/403 is returned","API","Manual","Regression Test","P1","Revoked Key","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Security","Admin","API","Check request should be rejected when API key scope does not match","API key with scope=home-page used for different scope","EkoAI system is running / API keys are configured","1. Use an API key with scope=home-page
2. Attempt to access a different scope endpoint","1. Scope check fails
2. Request rejected with 403
3. Error indicates scope mismatch","API","Manual","Regression Test","P1","Scope Mismatch","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Security","Admin","API","Check API key should be stored encrypted and not exposed in plaintext via APIs","","EkoAI system is running / API keys are configured","1. Create an API key
2. Check process step config storage
3. Query via API","1. apiKey is stored encrypted in database
2. Not exposed in plaintext via any API endpoint
3. Only key hash and prefix are accessible","API","Manual","Regression Test","P1","Encrypted Storage","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Security","Admin","API","Check network-scoped API key listing should return only keys for that network","Multiple networks with different API keys","EkoAI system is running / API keys are configured","1. Create API keys for different networks
2. List API keys for a specific networkId","1. Only keys belonging to queried network are returned
2. Keys from other networks are not visible
3. Network isolation is maintained","API","Manual","Regression Test","P2","Network Scoping","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Status Check","Admin","API","Check job run should proceed when status check endpoint returns 200","","Job has been triggered / Status check endpoint is configured","1. EkoAI calls /status-check on external endpoint
2. Endpoint returns HTTP 200","1. ScheduledJobRun proceeds with audience resolution
2. Processing pipeline continues normally
3. Status check is logged as passed","API","Manual","Smoke Test","P1","Status Check Pass","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Status Check","Admin","API","Check status check should be called before audience resolution starts","","Job has been triggered / Status check endpoint is configured","1. Trigger a job with status check configured
2. Monitor the execution order","1. Status check is called first
2. Processing does not start until status check passes
3. Execution order: status check > audience resolution > processing","API","Manual","Sanity Test","P2","Execution Order","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Status Check","Admin","API","Check job run should be immediately FAILED when status check returns 4xx","","Job has been triggered / Status check endpoint is configured","1. Status check endpoint returns HTTP 400 or 404
2. Observe ScheduledJobRun status","1. ScheduledJobRun immediately marked FAILED
2. No audience processing started
3. Error logged with status code details","API","Manual","Regression Test","P1","4xx Status Check","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Status Check","Admin","API","Check job run should be immediately FAILED when status check returns 5xx","","Job has been triggered / Status check endpoint is configured","1. Status check endpoint returns HTTP 500 or 503
2. Observe ScheduledJobRun status","1. ScheduledJobRun immediately marked FAILED
2. No processing begins
3. Server error is logged","API","Manual","Regression Test","P1","5xx Status Check","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Status Check","Admin","API","Check job run should be FAILED when status check does not respond within 10 seconds","","Job has been triggered / Status check endpoint is configured","1. Status check endpoint does not respond within 10 seconds
2. Observe ScheduledJobRun status","1. ScheduledJobRun immediately marked FAILED
2. Timeout treated as failure
3. No processing begins after timeout","API","Manual","Regression Test","P1","Status Check Timeout","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Status Check","Admin","API","Check status check should handle unexpected response format gracefully","Endpoint returns 200 with empty body","Job has been triggered / Status check endpoint is configured","1. Status check endpoint returns HTTP 200
2. Response body is empty or non-JSON","1. System handles based on HTTP status code
2. 200 status accepted regardless of body content
3. Processing proceeds normally","API","Manual","Regression Test","P2","Unexpected Format","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Status Check","Admin","API","Check status check should not be cached between consecutive runs","","Job has been triggered / Status check endpoint is configured","1. Trigger a job run - status check passes
2. Take status check endpoint offline
3. Trigger next job run","1. Each run performs a fresh status check
2. Second run fails because endpoint is offline
3. No cached result from previous run","API","Manual","Regression Test","P2","No Caching","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Database and Infra","Admin","API","Check ScheduleJob CRUD operations should work correctly","","EkoAI system is running / Database is connected","1. Create a new ScheduleJob
2. Read the created job
3. Update job fields
4. Soft-delete the job","1. Create: job is persisted with all fields
2. Read: returns full job configuration
3. Update: changes reflected immediately
4. Delete: soft-delete sets isDeleted=true / record preserved","API","Manual","Smoke Test","P1","CRUD Operations","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Database and Infra","Admin","API","Check ScheduleJobRun should be created with config and audience snapshots","","EkoAI system is running / Database is connected","1. Trigger a job run
2. Inspect the ScheduleJobRun record","1. scheduleJobStep snapshot contains frozen config
2. scheduleJobAudience contains resolved users
3. Snapshots are immutable after creation","API","Manual","Smoke Test","P1","Run Snapshots","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Database and Infra","Admin","API","Check ScheduleJobRunUser should track per-user execution state","","EkoAI system is running / Database is connected","1. Trigger a job run
2. Inspect ScheduleJobRunUser records","1. Records contain: run.process.status
2. run.process.result populated after callback
3. run.actions.homePage.status tracks delivery state","API","Manual","Smoke Test","P1","User Tracking","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Database and Infra","Admin","API","Check optimistic concurrency should prevent data corruption on simultaneous writes","","EkoAI system is running / Database is connected","1. Two workers attempt to update same ScheduleJobRunUser simultaneously
2. Both use CosmosDB _etag","1. One worker succeeds in writing
2. Other gets conflict error (412)
3. Conflicted worker retries and sees updated state
4. No data corruption occurs","API","Manual","Regression Test","P1","Optimistic Concurrency","Eko 18.0","Sharp"
"Agentic > Scheduled Jobs > Database and Infra","Admin","API","Check system should handle database connection failures gracefully","","EkoAI system is running / Database is connected","1. Database connection is temporarily lost
2. Observe system behavior","1. Error is caught and logged
2. Affected operations retried or marked as failed
3. System recovers when connection is restored","API","Manual","Regression Test","P2","DB Connection Loss","Eko 18.0","Sharp"
